날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,건고추가격,건고추거래량,건고추생산량,건고추저장이월량,건고추수입량,건고추수입금액,건고추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2018-07-17,0,0,28.1,33.4,23.3,72,34,1.6,7.3,18000,0.04,71509,4967,124297,348499,28824,1898.76,1611.64,1412.7,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-18,0,0,27.8,33.4,23,74,32,1.4,6.1,17224.32432,0.07,71509,4967,124297,348499,28824,1898.36,1611.69,1412.79,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-19,0,0,28.1,34,23.1,73,29,1.4,6.5,18015.48387,0.16,71509,4967,124297,348499,28824,1900.49,1611.79,1412.85,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-20,0,0,28.7,35.2,23,72,25,1.3,6.7,18489.38547,0.36,71509,4967,124297,348499,28824,1899.67,1611.82,1412.88,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-21,0,0.6,29.3,35.4,24,70,27,1.4,10.2,12737.2549,0.2,71509,4967,124297,348499,28824,1899.99,1611.93,1412.79,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-23,0,8.9,29.6,35,25.4,69,28,1.6,10.6,10387.18945,1.44,71509,4967,124297,348499,28824,1899.31,1612.09,1413.23,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-24,0,0.1,29.7,35.3,24.9,72,30,1.6,10.4,12044.74273,0.45,71509,4967,124297,348499,28824,1898.95,1612.21,1413.32,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-25,0,0.6,29.7,34.6,25.8,73,32,1.8,8.9,10816.32653,0.25,71509,4967,124297,348499,28824,1898.64,1612.29,1413.36,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-26,0,1.2,29.9,35.2,25.5,72,28,1.5,6.2,8420,0.23,71509,4967,124297,348499,28824,1897.26,1612.47,1413.48,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-27,0.1,3,30,35.9,25.5,75,29,1.5,7.8,9704.610951,0.35,71509,4967,124297,348499,28824,1898.15,1612.59,1413.62,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-28,3.6,68,28.9,34.4,25.6,78,34,1.6,9.6,1685.932722,0.65,71509,4967,124297,348499,28824,1899.2,1612.86,1413.71,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-30,0.2,8.8,29,34,24.9,68,33,2.2,9,19361.63522,0.16,71509,4967,124297,348499,28824,1899.32,1613.2,1414.24,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-07-31,0,0,29.2,35.3,23.9,67,28,1.8,8.1,13602.02703,1.48,71509,4967,124297,348499,28824,1901.37,1613.82,1414.76,1.1,1.2,1.8,0.5,0.1,2.4,0.8,1.1
2018-08-01,0,0,30,36.6,23.8,66,24,1.7,8.8,27706.34921,0.06,71509,4967,124297,348499,28824,1902.36,1614.67,1415.68,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-02,0,0,30.2,36.1,24.9,67,20,1.7,9.3,25134.90854,0.66,71509,4967,124297,348499,28824,1902.29,1615.04,1415.93,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-03,0.1,8.5,30.1,35.6,25.4,68,27,1.9,12.6,19001.71635,1.11,71509,4967,124297,348499,28824,1902.7,1615.31,1416.14,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-04,0,1,30.3,35.6,25.9,70,29,1.9,7.9,27573.26454,1.07,71509,4967,124297,348499,28824,1902.92,1615.62,1416.38,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-06,12.1,226.2,29.1,34.2,25.5,76,34,1.6,8.7,26947.15447,0.62,71509,4967,124297,348499,28824,1902.53,1615.97,1416.92,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-07,1.2,90.7,28.6,33.3,25.4,76,39,1.6,7.3,23195.56075,0.43,71509,4967,124297,348499,28824,1902.95,1616.6,1417.51,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-08,1.6,48.4,28.8,34.6,24.9,75,32,1.5,7.7,23221.14047,0.72,71509,4967,124297,348499,28824,1903.48,1616.88,1417.84,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-09,3,39.7,28.5,33.7,24.9,78,34,1.5,7.8,26375.50388,0.65,71509,4967,124297,348499,28824,1902.57,1617.17,1418,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-10,8.2,85.5,27.7,32.4,24.9,82,36,1.5,6.4,26500.51813,0.97,71509,4967,124297,348499,28824,1903.15,1617.37,1418.28,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-11,0.9,15.5,27.7,32.3,24.3,76,32,1.8,8.2,25249.76077,0.84,71509,4967,124297,348499,28824,1904.02,1617.58,1418.4,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-13,0.9,26.5,29.7,35.3,25.1,74,28,1.6,11.8,24687.36142,1.35,71509,4967,124297,348499,28824,1904.03,1618.03,1419,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-14,0,51,29.9,36,25,69,23,1.4,8.8,25366.69866,1.04,71509,4967,124297,348499,28824,1905.02,1618.46,1419.33,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-15,3.5,96.5,29.4,35.9,24.5,71,24,1.8,11.4,25836.04986,1.04,71509,4967,124297,348499,28824,1904.75,1618.68,1419.48,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-16,5.2,70.6,27.1,32,23.5,72,36,2.7,13,24747.09241,1.33,71509,4967,124297,348499,28824,1904.82,1618.9,1419.78,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-17,0,8.1,25.1,30.1,20.9,58,25,3.1,11.9,15366.17745,3,71509,4967,124297,348499,28824,1904.78,1619.02,1420.04,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-18,0,0,24.2,30.3,18.8,63,27,2,10,25446.93878,1.96,71509,4967,124297,348499,28824,1906.33,1619.08,1419.85,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-20,0,46.1,26.4,31.9,21.1,69,26,2.1,15.3,21303.43532,1.86,71509,4967,124297,348499,28824,1906.56,1619.34,1420.23,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-21,2.2,36.5,26.8,32.3,22.1,71,20,1.9,11.3,21320.10459,1.72,71509,4967,124297,348499,28824,1905.72,1619.46,1420.25,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-22,0,60.4,28.9,34.7,22.9,67,31,2.3,17.4,20906.83079,1.44,71509,4967,124297,348499,28824,1905.61,1619.51,1420.43,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-23,25.3,305,27.1,30,24.6,78,45,3.7,28.1,762.2000497,96.52,71509,4967,124297,348499,28824,1906.04,1619.69,1420.42,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-24,20.6,97.2,25.6,29,23.1,84,43,3.4,20.1,24702.0934,0.62,71509,4967,124297,348499,28824,1906.04,1619.75,1420.54,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-25,1.1,13,24.5,28.6,21.4,80,36,1.5,9.3,24549.61961,1.18,71509,4967,124297,348499,28824,1905.8,1619.82,1420.57,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-27,45.5,149.5,23.5,25.9,21.1,94,50,1.4,11.7,20692.14464,2.41,71509,4967,124297,348499,28824,1905.71,1620.05,1420.91,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-28,30.3,168.4,25.1,28.9,22.7,89,47,1.4,8,17089.91054,2.01,71509,4967,124297,348499,28824,1905.6,1620.35,1421.24,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-29,16.9,384.3,26.1,30.5,22.6,83,40,2,10,19013.36634,1.41,71509,4967,124297,348499,28824,1905.59,1620.52,1421.42,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-30,15.2,117,26.3,30.4,23.9,85,51,2,12.3,21471.42857,1.83,71509,4967,124297,348499,28824,1906.02,1620.72,1421.6,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-08-31,31.7,133.9,23.7,27.1,20.9,87,40,1.6,10.5,26489.62963,1.24,71509,4967,124297,348499,28824,1906.35,1620.87,1421.8,1.4,4.6,1.8,0.5,0,2.5,0.9,1.5
2018-09-01,8.2,191,23.3,28,19.7,77,36,2,11.1,23020.66022,1.76,71509,4967,124297,348499,28824,1907.43,1621.68,1422.57,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-03,32.1,151.6,23.8,27.3,21.1,89,58,1.6,9.8,20596.23352,1.59,71509,4967,124297,348499,28824,1908.43,1622.48,1423.48,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-04,26.6,100,23.7,28.6,19.7,76,30,2.2,14.2,21185.04875,1.85,71509,4967,124297,348499,28824,1910.09,1623.19,1424.3,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-05,0,0,23.3,28.7,18.2,66,26,2.2,10.8,18554.05405,2.33,71509,4967,124297,348499,28824,1910.69,1624.11,1425.34,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-06,1.1,12.5,22.6,27.1,18.2,77,37,1.5,11.1,13462.9473,3.07,71509,4967,124297,348499,28824,1911.74,1625.25,1426.48,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-07,4.5,24.4,21.3,25.4,17.8,75,30,1.9,18.9,10614.61207,2.32,71509,4967,124297,348499,28824,1912.28,1626.47,1427.59,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-08,0,0.1,19.5,25.3,14.8,70,26,1.4,8.5,19807.75401,1.5,71509,4967,124297,348499,28824,1913.24,1627.25,1428.41,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-10,0.1,11.1,20.6,26,15.6,66,30,2,11.1,19876.05448,2.28,71509,4967,124297,348499,28824,1912.86,1628.48,1429.71,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-11,0,1.3,19.6,24.6,14.5,66,28,2.2,9.9,19269.68011,2.16,71509,4967,124297,348499,28824,1915.95,1630.11,1431.43,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-12,0.1,176,21,26.7,15.6,72,36,1.7,10.3,18448.13869,2.74,71509,4967,124297,348499,28824,1916.67,1631.5,1432.96,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-13,2.9,199.1,20.9,24.2,18.4,84,43,1.5,9.6,18163.67601,1.61,71509,4967,124297,348499,28824,1917.67,1633.36,1434.86,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-14,11,111.4,21.6,24.5,19,88,46,1.7,10.3,16700.58824,1.19,71509,4967,124297,348499,28824,1919.47,1635.32,1436.87,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-15,2.3,14.5,22,24.6,20.2,91,56,1.1,7.2,16322.22222,1.01,71509,4967,124297,348499,28824,1919.96,1637.02,1438.44,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-17,0.1,6.9,21.9,27.3,17.8,76,26,1.3,7.7,15641.19933,1.8,71509,4967,124297,348499,28824,1920.42,1639.2,1440.96,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-18,0,0,21,27.4,16,72,17,1.3,6.7,8318.518096,8.76,71509,4967,124297,348499,28824,1922.66,1640.92,1442.51,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-19,2.4,25,20.6,25.1,16.6,78,24,1,7.2,15729.8913,0.92,71509,4967,124297,348499,28824,1923.27,1642.42,1444.07,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-20,12.6,42.2,19.7,21.5,18.3,91,57,1.7,12.8,15133.57079,1.12,71509,4967,124297,348499,28824,1924.84,1644,1445.58,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-21,26.4,43.5,19.3,21.1,17.9,93,58,1.5,14.2,14813.11475,0.61,71509,4967,124297,348499,28824,1925.84,1645.7,1447.27,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-22,0.6,10.5,20.3,26.4,15.3,74,16,1.5,9.8,14569.34307,0.14,71509,4967,124297,348499,28824,1926.67,1647.81,1449.34,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-27,0,2.3,17.2,23.9,11.4,68,28,1.8,11.6,14031.46853,0.29,71509,4967,124297,348499,28824,1926.98,1651.41,1453.05,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-28,0,0.9,16.9,22.1,11.6,75,35,1.5,9,15083.42697,0.36,71509,4967,124297,348499,28824,1927.58,1652.82,1454.51,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-09-29,1.8,46.8,18.6,23.7,14.1,76,29,1.6,10.2,26430.42913,0.77,71509,4967,124297,348499,28824,1928.87,1654.25,1455.9,2.1,8.6,1.8,0.4,0,2.7,1.3,2.5
2018-10-01,1.2,8.1,16,20,12.3,62,25,2.9,16.6,16712.47706,0.55,71509,4967,124297,348499,28824,1930.96,1657.1,1458.98,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-02,0,0.5,15.5,22.1,10.1,71,24,1.4,10.3,8379.912664,0.92,71509,4967,124297,348499,28824,1933.7,1659.87,1461.8,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-03,0,0,15.5,23.5,9.2,72,18,1.2,8.9,8144.069584,1.9,71509,4967,124297,348499,28824,1935.59,1661.85,1463.91,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-04,0.4,14.8,18.1,24.6,10.8,70,32,2,9.1,10985.0587,0.94,71509,4967,124297,348499,28824,1936.9,1663.86,1466.05,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-05,57.9,310,17.5,19.3,15.7,93,52,2.4,17.6,13842.29607,0.33,71509,4967,124297,348499,28824,1938.22,1666.77,1469.06,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-06,81.2,225.5,18.8,22,16.2,87,50,3.9,27.1,15000,0.006,71509,4967,124297,348499,28824,1939.43,1669.15,1471.44,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-08,0,0,14.5,21.1,9.7,62,17,1.5,8.8,13858.06452,0.62,71509,4967,124297,348499,28824,1940.54,1672.36,1475.13,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-09,0,12.8,14.8,19.8,10,72,22,1.2,8.1,18041.56479,0.41,71509,4967,124297,348499,28824,1945.16,1675.17,1478.23,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-10,1.6,18.8,13.9,17.8,9.2,64,28,2.6,12.4,16600.79576,0.38,71509,4967,124297,348499,28824,1946.45,1677.03,1480.36,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-11,0,2,10.7,16,5.9,57,19,2.2,12.6,15013.55463,0.72,71509,4967,124297,348499,28824,1948.26,1679.67,1483.11,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-12,0,0,10.4,17.6,4.6,67,25,1.3,9.4,18083.9527,0.59,71509,4967,124297,348499,28824,1948.68,1681.55,1485.35,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-13,0,0.1,11.8,19.7,5.3,72,22,1.2,6.9,15941.21212,0.66,71509,4967,124297,348499,28824,1949.8,1683.13,1486.85,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-15,0,0,14,21.1,8.5,73,22,1.3,8.4,13086.32025,0.94,71509,4967,124297,348499,28824,1951.5,1685.11,1489.18,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-16,0.3,14.2,13,18.5,9.1,78,27,1.1,11.3,17163.92897,0.9,71509,4967,124297,348499,28824,1952.67,1686.39,1490.63,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-17,1.5,41.5,12.4,19.3,7.6,73,16,1.3,10.2,15773.33333,0.57,71509,4967,124297,348499,28824,1952.8,1687.47,1491.89,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-18,6.3,104.4,11.6,17.7,6.2,73,19,1.8,12.5,13711.68582,0.52,71509,4967,124297,348499,28824,1953.86,1688.25,1492.79,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-19,0,0.5,12.1,19.3,6.7,70,20,1.7,11.9,13753.62319,0.69,71509,4967,124297,348499,28824,1953.67,1688.74,1493.51,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-20,0,0,11.5,20.5,5.3,70,15,1.1,7.3,14438.0531,0.23,71509,4967,124297,348499,28824,1954.13,1689.15,1493.84,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-22,0,1.8,12.8,20.1,6.7,72,13,0.9,5.5,14267.02899,0.55,71509,4967,124297,348499,28824,1954.03,1689.76,1494.63,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-23,1.2,11.7,13.2,19.3,8.6,78,29,1.3,10.7,9396.943231,0.92,71509,4967,124297,348499,28824,1953.72,1689.71,1494.64,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-24,0,0,12.2,19.5,7.1,71,18,1.3,7.9,14713.12649,0.42,71509,4967,124297,348499,28824,1954.82,1689.73,1494.8,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-25,0,0,12.3,20.9,5.6,70,11,1.1,7.6,15746.10526,0.48,71509,4967,124297,348499,28824,1954.02,1689.78,1494.8,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-26,6.9,21.7,12.3,15.1,9.2,83,38,1.6,17.8,7987.099692,5.53,71509,4967,124297,348499,28824,1953.85,1689.64,1494.76,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-27,0.3,4,10.6,14.3,7,57,22,3.2,18.2,13214.11765,0.43,71509,4967,124297,348499,28824,1954.04,1689.69,1494.82,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-29,0.3,5.4,9.8,15.5,5,70,28,2,11,16647.52941,0.43,71509,4967,124297,348499,28824,1953.68,1689.86,1495.16,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-30,0,0.1,7.5,13.1,2.6,61,20,1.9,10,16054.20354,0.9,71509,4967,124297,348499,28824,1954.58,1690.11,1495.37,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-10-31,0,12,7.8,14.2,2.8,66,23,1.6,13.4,17149.78723,2.59,71509,4967,124297,348499,28824,1954.5,1690.14,1495.5,2,8.5,1.8,0.4,0.1,2.5,1.2,2.6
2018-11-01,0,0,7.7,16,1.4,67,17,1.3,10.5,12960.94276,1.19,71509,4967,124297,348499,28824,1954.74,1690.24,1495.61,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-02,0,0,9,18.3,2.1,67,11,1.1,7,1736.834701,8.53,71509,4967,124297,348499,28824,1954.86,1690.21,1495.76,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-03,0,0,9.7,19.3,2.6,67,11,1,6.4,15292.83537,0.66,71509,4967,124297,348499,28824,1954.9,1690.19,1495.63,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-05,0,2.1,10.7,19.1,3.8,73,16,1,7.9,14209.87762,1.14,71509,4967,124297,348499,28824,1953.9,1690.3,1495.76,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-06,0.2,9.8,11.8,19,5.7,79,25,1,7.6,13645.49669,0.76,71509,4967,124297,348499,28824,1886.4,1665.5,1478.46,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-07,6.1,152.8,12.8,15.5,10.1,88,47,1,8.6,13061.97685,1.12,71509,4967,124297,348499,28824,1873.34,1640.7,1462.31,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-08,34.6,101.2,14,17.1,12.1,93,60,2.1,20.1,11491.55844,0.31,71509,4967,124297,348499,28824,1865.67,1615,1444.76,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-09,0.4,4.9,12.4,16.1,7.9,70,32,2.9,15.3,13389.47368,0.36,71509,4967,124297,348499,28824,1861.78,1598.67,1434.18,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-10,0,0.5,10.9,18.2,5.5,75,24,1.3,8.3,13875.14743,1.19,71509,4967,124297,348499,28824,1857.78,1589.25,1427.93,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-12,1,7.5,9.3,14.9,4.9,72,24,1.5,10.5,9461.818182,1.38,71509,4967,124297,348499,28824,1856.96,1580.32,1422.44,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-13,0.4,10.9,8.8,15.4,4,74,25,1.3,10.7,12478.86179,1.23,71509,4967,124297,348499,28824,1853.85,1574.73,1418.79,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-14,0.4,6.3,8.5,15.9,3.3,76,27,1.1,8.5,8892.593304,135.39,71509,4967,124297,348499,28824,1850.6,1569.96,1416.15,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-15,0,0,8.7,16.5,3,76,2,1,7.3,11371.6409,0.84,71509,4967,124297,348499,28824,1847.92,1565.07,1413.37,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-16,1,10.2,9,13.7,5.1,78,27,1.2,11.5,9225.312856,0.88,71509,4967,124297,348499,28824,1845.05,1560.28,1410.52,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-17,0,7.2,7.4,13.7,2.7,65,7,1.5,11.5,14031.15044,0.57,71509,4967,124297,348499,28824,1842.59,1556.81,1408.06,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-19,0,0,7.2,13.6,2,62,17,1.2,8.9,11117.20297,1.21,71509,4967,124297,348499,28824,1840.88,1551.91,1405.7,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-20,0.1,4.3,6.1,13.5,0.3,53,9,1.3,9.8,11796.73807,1.03,71509,4967,124297,348499,28824,1839.42,1547.21,1402.88,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-21,0.7,7.6,6.2,11.1,1.4,64,10,1.4,15.2,13344.91464,235.18,71509,4967,124297,348499,28824,1835.63,1541.69,1399.81,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-22,0,0,4.1,8.8,-0.2,50,12,2.4,12.5,10602.05339,0.49,71509,4967,124297,348499,28824,1832.4,1536.76,1396.99,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-23,0,2.8,2.3,8.6,-2.6,50,9,1.4,9.5,11384.21053,0.3,71509,4967,124297,348499,28824,1828.55,1531.65,1394.1,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-24,4.3,28.6,3.7,7.1,-0.6,78,17,1.4,12.6,11174.37888,0.64,71509,4967,124297,348499,28824,1827.05,1527.85,1391.49,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-26,0,5.7,5.9,13.9,0.6,77,18,1,6.5,11678.81481,0.68,71509,4967,124297,348499,28824,1824.91,1522.79,1389.11,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-27,0,0,7.8,14.9,1.5,75,18,1.3,9.5,12037.10692,0.64,71509,4967,124297,348499,28824,1822.86,1516.55,1385.28,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-28,0,0,5.9,12.1,1.2,54,5,1.5,10,13910.00177,147.08,71509,4967,124297,348499,28824,1819.19,1510.85,1381.88,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-29,0,0,5,11.4,-0.9,54,10,1,8.6,8079.38258,0.91,71509,4967,124297,348499,28824,1815.62,1505.23,1378.62,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-11-30,0,0,5.1,12.1,-0.1,59,8,1.2,8,16881.16748,1.44,71509,4967,124297,348499,28824,1811.73,1500.24,1375.38,2,7.6,1.4,0.3,0.2,2.8,1.4,2.3
2018-12-01,0,0,5.4,11.9,1,62,11,1.2,8.8,10012.44573,0.69,71509,4967,124297,348499,28824,1808.69,1493.32,1370.66,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-03,8.6,22.5,12.1,15.2,9.1,92,45,1.1,12.2,10150.61296,0.57,71509,4967,124297,348499,28824,1807.46,1486.92,1366.23,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-04,12.2,36.7,10.2,14.1,5.2,78,25,2.3,16.4,7646.190935,1.04,71509,4967,124297,348499,28824,1804.26,1481.24,1362.36,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-05,0,29.9,3.9,7.9,-0.3,54,13,1.9,13.3,11071.8254,0.25,71509,4967,124297,348499,28824,1799.09,1475.39,1358.37,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-06,2.5,60.6,4,6.9,1.6,72,25,2.1,15.1,6750,0.33,71509,4967,124297,348499,28824,1795.96,1470.45,1354.9,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-07,0,4.5,-3,3.1,-6.1,43,12,3.8,17,10894.29081,1.12,71509,4967,124297,348499,28824,1792.41,1465.39,1351.26,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-08,0.1,6.4,-5,-1,-8.4,47,12,2.5,15.4,12737.66816,0.22,71509,4967,124297,348499,28824,1790.66,1461.3,1348.62,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-10,0,0.7,-1.9,5.4,-7.9,47,3,1.4,11.3,12667.10526,0.3,71509,4967,124297,348499,28824,1787.75,1456.49,1344.98,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-11,1.8,20,0.3,2.6,-3,78,17,1.3,11,10787.5,0.16,71509,4967,124297,348499,28824,1787.03,1451.67,1341.17,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-12,0,30.5,-0.5,3.8,-4.2,60,14,2.2,14.6,8693.714286,0.18,71509,4967,124297,348499,28824,1785.46,1447.47,1337.82,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-13,0.3,7.9,-0.3,5.1,-5.3,62,19,2.2,14.3,10061.90476,0.11,71509,4967,124297,348499,28824,1781.41,1443.21,1334.32,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-14,0,24.1,-2.4,3,-6.5,56,15,2,11.9,8721.666667,0.12,71509,4967,124297,348499,28824,1779.75,1439.29,1331.38,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-15,0,0.4,-1.9,5.7,-8.3,55,7,1.1,7.9,9678.403756,0.21,71509,4967,124297,348499,28824,1777.29,1435.85,1328.46,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
2018-12-17,0.1,1.3,3.2,7.5,-1,61,18,2.2,15.2,7370.412288,1.24,71509,4967,124297,348499,28824,1774.36,1431.21,1324.8,1.3,5.2,0.1,0.3,0.1,2.5,1.3,1.3
