날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무가격,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2019-07-15,8.8,144.1,23.2,27.1,20.6,84,47,1.3,6,335.9070841,1489.28,1127832,0,4015,1005,19498,1798.68,1490.25,1351.78,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-16,4.5,40,23.8,28.7,20.3,81,44,1.4,8,339.9867706,1196.51,1127832,0,4015,1005,19498,1799.07,1490.43,1351.83,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-17,3.7,28.7,24.4,28.8,20.7,79,40,1.4,9.6,350.4684825,1068.85,1127832,0,4015,1005,19498,1799.17,1490.47,1351.63,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-18,8.1,128.2,24.3,27.8,21.4,83,37,1.4,9,343.2772648,1323.36,1127832,0,4015,1005,19498,1799.4,1490.48,1351.61,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-19,13.9,262.7,25.2,28.5,22.1,84,37,1.8,14.8,325.4045711,1351.52,1127832,0,4015,1005,19498,1798.68,1490.49,1351.55,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-20,56.5,220.5,24.8,27.1,23.2,88,50,3.6,16.1,308.7569027,1041.48,1127832,0,4015,1005,19498,1798.99,1490.44,1351.33,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-22,0.3,108.3,27,31.6,23.2,80,38,1.8,11.1,326.7695432,923.67,1127832,0,4015,1005,19498,1799.04,1490.51,1351.35,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-23,0,0.5,27.9,32.8,24.2,78,41,1.8,10,263.9075926,1543.03,1127832,0,4015,1005,19498,1798.58,1490.55,1351.1,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-24,0.5,34.2,26.8,29.7,24.8,83,49,1.7,10.4,233.5824562,1622.97,1127832,0,4015,1005,19498,1798.85,1490.5,1351.13,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-25,16.3,132.8,26.6,29.2,24.8,90,51,1.6,9.6,229.4859057,1368.29,1127832,0,4015,1005,19498,1798.19,1490.75,1351.15,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-26,19,108.5,26.5,29.2,24.7,89,57,1.8,9.9,210.430477,932.09,1127832,0,4015,1005,19498,1798.49,1491.01,1351.31,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-27,12.1,131.1,27.1,30.5,24.6,88,48,1.4,7.5,213.2519546,347.27,1127832,0,4015,1005,19498,1798.82,1491.19,1351.35,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-29,0.1,5.2,27.8,32.1,24.3,78,45,2.1,9.9,264.2281988,1148.8,1127832,0,4015,1005,19498,1799.61,1491.57,1351.49,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-30,0.7,35.9,28.4,32.5,24.7,77,45,2.5,10,217.8986538,1587.89,1127832,0,4015,1005,19498,1799.18,1492.1,1351.55,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-07-31,6,64.4,28.4,32.2,25.2,78,42,2.3,10.1,215.5560834,1559.27,1127832,0,4015,1005,19498,1798.19,1492.4,1351.77,0.6,-0.3,0,-0.2,-0.1,1.9,1,0.4
2019-08-01,3.4,63.5,28.4,33.1,24.6,78,37,1.6,8.8,233.6932162,1336.78,1127832,0,4015,1005,19498,1797.05,1492.91,1352,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-02,0.1,2.6,28.8,34.2,24.3,75,33,1.3,6.9,322.2290095,781.28,1127832,0,4015,1005,19498,1798.82,1493.52,1352.59,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-03,0.5,19.2,28.3,34.1,24.2,77,37,1.3,6.8,332.7635549,58.01,1127832,0,4015,1005,19498,1798.3,1493.7,1352.61,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-05,0.7,29.2,28.8,34.6,24.2,75,35,1.2,6.1,303.5837888,1733.68,1127832,0,4015,1005,19498,1798.93,1493.98,1352.72,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-06,10.9,92.3,27.6,32.1,23.8,75,31,1.9,10.2,294.362542,1794.53,1127832,0,4015,1005,19498,1798.6,1494.13,1352.76,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-07,14.7,102.3,27.2,32.1,23.8,82,45,1.8,10.1,277.1899197,1617.88,1127832,0,4015,1005,19498,1798.61,1494.12,1352.55,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-08,5.7,71.7,27.6,33.2,24.2,81,45,1.3,8.1,283.8242388,845.22,1127832,0,4015,1005,19498,1796.47,1494.04,1352.47,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-09,0.1,1.5,28.3,33.6,24.2,77,39,1.2,8.7,256.1005189,1282.06,1127832,0,4015,1005,19498,1795.75,1493.77,1352.18,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-10,0,3.1,28.6,33.4,24.5,73,34,2.1,13.7,281.2461494,736.13,1127832,0,4015,1005,19498,1795.63,1493.63,1351.91,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-12,15.5,94,27.7,31,25.3,83,42,2.3,14.2,345.0333555,1353.78,1127832,0,4015,1005,19498,1795.51,1493.54,1351.73,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-13,1.2,31.5,28.5,33.7,24.3,77,36,1.6,7.8,289.9843775,1400.87,1127832,0,4015,1005,19498,1795.74,1493.54,1351.72,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-14,1.2,32.4,28.6,33,24.7,76,40,2.1,9.7,276.4142656,1232.66,1127832,0,4015,1005,19498,1796.21,1493.45,1351.61,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-15,15.8,203.7,26.1,29.1,24.2,86,52,2.3,15.3,314.1167862,1094.34,1127832,0,4015,1005,19498,1795.62,1493.42,1351.38,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-16,1.9,14.7,26.4,30.7,23.3,79,40,2.3,14.7,334.6225791,809.09,1127832,0,4015,1005,19498,1795.7,1493.31,1351.44,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-17,2.1,20.8,26.2,31,22,75,29,2.1,9.5,327.9475062,798.91,1127832,0,4015,1005,19498,1795.57,1493.17,1351.3,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-19,0.4,16.4,25.1,30.8,20,75,22,1.3,6.9,307.1519188,1642.76,1127832,0,4015,1005,19498,1794.77,1493.15,1351.21,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-20,0.2,7.8,26,30.9,21.7,73,32,1.7,7.8,336.9484927,1418.75,1127832,0,4015,1005,19498,1795.35,1493.12,1351.19,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-21,8.6,52.9,25.8,30.1,22.5,82,38,1.2,9.6,345.832652,1456.64,1127832,0,4015,1005,19498,1795.43,1492.94,1351.04,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-22,25.2,85.5,25.8,30.3,23,82,27,1.6,12,385.1641415,1324.39,1127832,0,4015,1005,19498,1796.37,1493.06,1351.06,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-23,0,0.2,24.7,29.5,20.8,73,27,1.5,6.5,347.8847703,1382.93,1127832,0,4015,1005,19498,1796.76,1493.3,1351.31,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-24,0,0.5,22.8,27.6,18.9,77,39,1.2,6.3,325.5381167,980.8,1127832,0,4015,1005,19498,1797.41,1493.32,1351.26,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-26,0.1,23.9,24.3,30,19,75,32,1.4,9.5,347.7962315,1593.2,1127832,0,4015,1005,19498,1797.97,1493.73,1351.63,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-27,16.7,135.7,22.7,25.4,20.5,89,44,1.2,10.9,377.4853921,1503.74,1127832,0,4015,1005,19498,1798.56,1493.94,1351.74,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-28,0.9,93.7,23.8,27.7,21,85,37,1.1,12.8,389.6567881,1489.12,1127832,0,4015,1005,19498,1799.53,1494.18,1352.07,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-29,4.2,70.7,22.4,25.7,19.9,86,41,1.4,8.9,414.994103,1497.38,1127832,0,4015,1005,19498,1799.27,1494.52,1352.37,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-30,0.2,2.9,22.9,28.1,18.6,72,32,1.9,9,404.9417533,1714.59,1127832,0,4015,1005,19498,1799.21,1495.13,1352.91,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-08-31,0,4.2,22.6,28.5,17.6,74,35,1.4,8.1,400.4178169,1417.7,1127832,0,4015,1005,19498,1800.17,1496.68,1354.05,0,-7.3,-0.2,-0.2,0,1.8,0.9,-0.4
2019-09-01,0.8,26.1,22.1,26.8,18,81,34,1,6.3,529.0112994,3.54,1127832,0,4015,1005,19498,1812.65,1509.16,1363.44,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-02,11.4,62,21.6,25.1,19.1,85,29,1.1,13.3,399.9447953,2313.39,1127832,0,4015,1005,19498,1817.32,1515.3,1368.44,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-03,13.1,95.9,22.1,24.8,20.1,91,48,1.2,11.7,464.1458318,2162.37,1127832,0,4015,1005,19498,1820.38,1518.61,1371.01,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-04,11.9,67.9,23.4,26.2,21.4,93,62,1.3,10.3,574.2332313,1883.59,1127832,0,4015,1005,19498,1821.98,1520.36,1372.43,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-05,22,95,24.2,29,21.8,91,48,1.1,10,637.3729407,1935.2,1127832,0,4015,1005,19498,1821.53,1521.11,1372.95,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-06,2.9,68.8,25.4,28.9,22.1,86,51,1.7,19.7,515.8986536,2005.55,1127832,0,4015,1005,19498,1820.75,1522.03,1373.96,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-07,12.3,100,25.8,29.1,22.6,81,45,4.8,42.1,504.3394162,1664.45,1127832,0,4015,1005,19498,1820.84,1522.3,1374.07,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-08,0.8,30.3,24.6,28.5,21.8,85,50,1.1,10.9,404.2149758,8.28,1127832,0,4015,1005,19498,1822.07,1522.62,1374.28,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-09,8,62.9,24.7,28.3,22.4,87,44,1.4,11.6,451.4868451,2917.25,1127832,0,4015,1005,19498,1822.24,1522.87,1374.61,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-10,15.3,216.5,25.4,29.6,22.5,83,41,1.8,13.6,466.3261563,2500.53,1127832,0,4015,1005,19498,1821.71,1523.24,1374.85,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-11,7.4,54.8,23.9,27.8,21.5,85,47,1.9,10.5,446.9032901,2034.69,1127832,0,4015,1005,19498,1821.86,1523.9,1375.43,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-12,5.6,28.3,20.8,23.5,18.6,81,45,2.1,10.2,480.4169512,473.56,1127832,0,4015,1005,19498,1821.33,1524.7,1375.95,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-16,0.2,4.6,22.4,28.2,18.1,73,26,1.6,9.5,437.3706174,1745.68,1127832,0,4015,1005,19498,1821.43,1526.28,1377,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-17,0,0.1,21.3,27.8,15.5,68,24,1.6,10,410.6593053,1934.47,1127832,0,4015,1005,19498,1826.74,1529.08,1379.52,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-18,0,0,21,27.9,15.4,64,17,1.8,14.2,398.1284193,1740.76,1127832,0,4015,1005,19498,1828.84,1531.55,1381.64,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-19,0,0.5,19.2,25.6,13.5,68,27,1.5,11,412.6522456,1618.63,1127832,0,4015,1005,19498,1830.39,1533.21,1383.17,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-20,0,1.2,19.3,23.7,15,71,33,1.7,9.2,440.7002666,1358.61,1127832,0,4015,1005,19498,1831.07,1534.79,1384.56,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-21,40.1,156,17.8,20.7,16,86,48,2.1,15.3,467.8276435,1107.52,1127832,0,4015,1005,19498,1831.43,1536.13,1385.54,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-23,0.4,61.7,18.1,22.5,14.4,75,27,1.8,25.8,490.7410152,1616.81,1127832,0,4015,1005,19498,1832.45,1537.63,1386.98,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-24,0,0,17.8,25,12.6,77,25,1.2,6.6,522.8201732,1040.05,1127832,0,4015,1005,19498,1833.87,1538.93,1387.88,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-25,0,0,18.4,24.8,12.6,79,21,1.1,6.7,482.0677914,1623.32,1127832,0,4015,1005,19498,1834.9,1540.36,1389.24,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-26,0,1,20.4,26.2,16,78,31,1.3,7.4,455.1569741,1660.9,1127832,0,4015,1005,19498,1836.34,1541.37,1390.01,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-27,1.5,73,21.4,26.9,16.8,79,26,1.3,7.1,470.0622566,1431.82,1127832,0,4015,1005,19498,1835.94,1541.97,1390.63,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-28,1.8,68.2,22.5,27.4,19.3,84,35,1,6,491.1696652,1056.58,1127832,0,4015,1005,19498,1836.27,1542.43,1390.8,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-09-30,0.1,38.6,21.6,28.2,16.4,81,24,1,5.2,628.7825572,1371.89,1127832,0,4015,1005,19498,1836.45,1543.09,1391.46,-0.4,-8.2,-0.2,-0.2,-1.2,1.5,0.6,-0.9
2019-10-01,9.3,58.9,21.2,24.7,18,89,46,1,10.2,738.9628062,1404.99,1127832,0,4015,1005,19498,1836.2,1543.54,1391.75,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-02,101.9,332.9,20.9,22.7,19.5,94,66,2.2,22.4,775.1924216,1643.32,1127832,0,4015,1005,19498,1835.2,1543.49,1391.62,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-03,27,310,21.8,26.2,18.4,83,45,2.8,22,1043.231969,902.3,1127832,0,4015,1005,19498,1834.61,1543.55,1391.6,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-04,0.2,17,21.1,26.8,16.9,84,38,1.2,12.1,931.8115486,800.19,1127832,0,4015,1005,19498,1834.41,1543.25,1391.37,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-05,2.5,57.5,18.8,22.6,15.4,81,46,2,15.3,897.7284446,1042.44,1127832,0,4015,1005,19498,1833.05,1543,1390.96,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-07,8.3,25.6,15.3,17.5,13.6,90,55,1.2,12.9,782.6697766,1955.66,1127832,0,4015,1005,19498,1833.23,1542.95,1390.76,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-08,0.1,1.7,15.6,21.8,9.9,69,21,2.1,13.2,860.041153,1281.07,1127832,0,4015,1005,19498,1832.09,1542.75,1390.47,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-09,0,0,12.9,21.1,6.3,66,20,1.3,8.7,728.5028572,1606.97,1127832,0,4015,1005,19498,1831.47,1542.51,1390.11,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-10,0,0.7,14.6,21.3,8.2,73,22,0.9,6,751.5287537,1625.06,1127832,0,4015,1005,19498,1830.71,1542.27,1389.9,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-11,0,0.8,17.7,24.7,11.4,69,16,1.7,11.6,704.2966283,1561.84,1127832,0,4015,1005,19498,1830.04,1541.98,1389.5,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-12,0,0.7,17.8,23.1,13.3,62,28,2.9,16.4,726.0091978,1097.65,1127832,0,4015,1005,19498,1829.59,1541.72,1389.16,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-14,2.6,92,14.4,21.2,9,74,31,1.6,14.8,736.648644,1787.62,1127832,0,4015,1005,19498,1829.31,1541.6,1388.93,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-15,1,14,13.1,18.6,8.3,75,37,1.6,13,819.8090025,1475.27,1127832,0,4015,1005,19498,1829.04,1541.4,1388.55,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-16,0,0,13,20.2,7.8,77,32,1.1,6.5,918.487809,1402.92,1127832,0,4015,1005,19498,1828.79,1541.03,1388.21,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-17,0,0,13.7,19.8,9.2,77,31,1.2,8.5,890.4074681,1368.96,1127832,0,4015,1005,19498,1828.69,1540.69,1387.85,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-18,4.3,34.5,15,19.3,10.6,81,42,1.6,10.7,873.9041703,1349.56,1127832,0,4015,1005,19498,1828.5,1539.96,1387.13,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-19,0.1,15.9,16,22.4,11.5,80,34,1.3,10.5,889.9109129,1150.4,1127832,0,4015,1005,19498,1828.13,1539.59,1386.66,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-21,0,0,15,22.9,9.1,76,26,1.2,9,900.1787491,1559.64,1127832,0,4015,1005,19498,1827.46,1539.27,1386.24,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-22,0,0.8,15.6,22.8,9.9,75,31,1.3,8.9,892.8400476,1496.55,1127832,0,4015,1005,19498,1827.26,1538.83,1385.76,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-23,0.1,1.4,15.7,19.7,11.6,76,42,1.4,10.3,874.3113952,1600.87,1127832,0,4015,1005,19498,1827.33,1538.44,1385.24,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-24,1.8,55.7,17.2,21.9,13.5,70,26,1.9,12.2,882.9706745,1496.48,1127832,0,4015,1005,19498,1827.22,1538.06,1384.93,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-25,0.3,9.4,16.8,22.6,11.8,72,32,1.6,13.3,832.699164,1566.31,1127832,0,4015,1005,19498,1826.82,1537.72,1384.57,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-26,0,0.5,12.6,17,8.5,63,21,2.3,14.4,772.9142943,1241.54,1127832,0,4015,1005,19498,1825.9,1537.45,1384.2,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-28,0.2,5,11.1,18.3,3.9,71,19,1.4,10,793.8981434,1611.33,1127832,0,4015,1005,19498,1826.53,1537.26,1383.83,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-29,0.7,7,12.9,18.5,7.8,67,20,1.9,12.5,801.8033596,1620.72,1127832,0,4015,1005,19498,1825.48,1536.99,1383.52,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-30,0,0,10.8,18.1,5.1,68,18,1.4,10.1,856.2228148,1289.21,1127832,0,4015,1005,19498,1824.84,1536.81,1383.34,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-10-31,0,0,12.9,20.4,5.5,73,24,1.6,10.5,816.7795529,1710.33,1127832,0,4015,1005,19498,1824.33,1536.62,1383.13,0,-3.8,-0.3,-0.2,-1,1.7,0.8,-0.3
2019-11-01,0,0,14,21.6,8.5,73,18,1.2,10.7,763.301051,1920.67,1127832,0,4015,1005,19498,1823.64,1536.09,1382.59,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-02,0,0,13.1,19.8,7.3,78,31,0.9,6.3,781.464414,1500.41,1127832,0,4015,1005,19498,1823.37,1535.8,1382.22,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-04,0.1,4.7,12.1,18.7,7.2,76,31,1.2,8.8,771.436106,2194.99,1127832,0,4015,1005,19498,1822.33,1535.6,1382.03,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-05,0,0.2,11.3,18.8,5.6,76,22,1.3,8.4,750.7060179,1916.65,1127832,0,4015,1005,19498,1821.86,1535.12,1381.52,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-06,0,0,10.9,18.5,5,72,22,1.1,7.5,755.976426,1970.95,1127832,0,4015,1005,19498,1821.3,1534.76,1381.18,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-07,0,0.9,10.4,16.8,5.2,65,19,1.8,13.4,751.2224003,2067.88,1127832,0,4015,1005,19498,1820.76,1534.42,1380.76,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-08,0,3.5,7.5,15.2,1.8,59,14,1.4,12.5,765.527493,1965.72,1127832,0,4015,1005,19498,1820.17,1534.33,1380.75,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-09,0.1,16.1,8.1,17.1,1,61,16,1.2,10.6,722.632935,1993.09,1127832,0,4015,1005,19498,1819.96,1534.22,1380.51,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-11,1,18.8,11.7,16.7,7.4,74,36,2.2,17.9,741.9852738,2561.48,1127832,0,4015,1005,19498,1819.42,1534.28,1380.39,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-12,0,0.9,9.2,16.3,4.3,75,21,1.1,8.7,753.7182321,1937.41,1127832,0,4015,1005,19498,1819.84,1534.38,1380.34,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-13,2.7,23,8.6,13.5,3.3,75,17,1.8,19.6,721.8127176,2357.74,1127832,0,4015,1005,19498,1819.54,1534.43,1380.28,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-14,0,0.6,3.3,8.4,-1.1,44,10,2.7,20.2,736.7546518,2058.94,1127832,0,4015,1005,19498,1819.58,1534.64,1380.18,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-15,3.3,23.4,6.8,13.5,-1.5,71,21,1.7,12.2,833.7240519,2199.06,1127832,0,4015,1005,19498,1819.32,1534.8,1380.27,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-16,0.3,3.5,10.1,16.9,5,81,17,1.2,7.3,769.4048727,2478.89,1127832,0,4015,1005,19498,1819.52,1535.02,1380.14,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-18,12.8,32.8,8.4,16.2,3,65,15,3.6,22.2,748.2876802,2689.11,1127832,0,4015,1005,19498,1819.94,1535.3,1380.13,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-19,0.1,3.9,3.3,6.8,0.1,57,18,2.7,18.7,791.9859066,1899.97,1127832,0,4015,1005,19498,1820.66,1535.36,1379.84,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-20,0,0.2,2.2,8.7,-2.5,54,8,1.5,11.7,771.4510911,2294.97,1127832,0,4015,1005,19498,1821.61,1535.46,1379.68,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-21,0,0,4.7,12.1,-3,55,12,1.1,7.8,790.6148647,2370.46,1127832,0,4015,1005,19498,1821.39,1535.76,1379.7,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-22,0,0,8.9,17.3,2.4,65,16,1.3,8.4,829.9283544,2513.9,1127832,0,4015,1005,19498,1821.09,1536.04,1379.78,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-23,0,0.4,10.4,18.1,4.1,76,33,1.1,7.6,889.4683892,2661.34,1127832,0,4015,1005,19498,1821,1536.34,1379.82,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-25,2.7,71.1,5.7,10.6,3.1,70,31,2.5,18.5,726.4158425,2856.66,1127832,0,4015,1005,19498,1821.53,1536.84,1380,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-26,0.3,14,7.5,13.4,2.2,73,30,1.3,8.6,652.7321938,1992.71,1127832,0,4015,1005,19498,1821.55,1537.09,1380.05,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-27,0.8,25.4,6,9.5,2.4,64,28,2,14.1,658.3614375,1853.65,1127832,0,4015,1005,19498,1821.49,1537.4,1380.13,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-28,2.3,52.4,4.6,10.4,0.1,73,29,1.5,14,755.8485277,1897.78,1127832,0,4015,1005,19498,1820.68,1537.75,1380.26,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-29,0,20,3.1,9.8,-1.5,63,7,1.4,10.5,758.470452,2042.58,1127832,0,4015,1005,19498,1820.96,1538.07,1380.37,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-11-30,0.1,12.2,5.1,12.6,-1.9,63,20,1,8,769.7506924,1966.98,1127832,0,4015,1005,19498,1820.76,1538.41,1380.35,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2
2019-12-02,0.2,4.2,3.3,6.7,-0.1,57,21,3.1,20,873.2184403,1639.4,1127832,0,4015,1005,19498,1821.91,1539.22,1380.65,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-03,0.4,11.7,2,6.4,-3.1,68,26,1.7,16.2,779.8794819,1574.88,1127832,0,4015,1005,19498,1822.18,1539.85,1380.94,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
2019-12-04,0.1,2.6,3.9,9.2,-0.6,63,20,1.5,11.5,803.2740681,1558.58,1127832,0,4015,1005,19498,1822.65,1540.18,1381.01,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1
