날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,마늘가격,마늘거래량,마늘생산량,마늘저장이월량,마늘수입량,마늘수입금액,마늘재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2015-10-06,0,0,16.8,25.4,10.1,69,14,1.2,6.3,5003.182785,26.33,266273,7256,70576,70057,20638,1860.72,1502.15,1254.27,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-07,0,0,17.2,24.8,10.8,74,24,1.2,7.9,5570.571221,12.41,266273,7256,70576,70057,20638,1859.26,1501.64,1253.99,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-08,0.1,3.1,17.5,24.4,12.5,74,21,1.4,10.1,5217.443535,11.11,266273,7256,70576,70057,20638,1859.18,1501.45,1253.86,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-09,0.4,4,16,21.4,10.2,56,7,2.3,14,5543.012331,10.22,266273,7256,70576,70057,20638,1859.32,1501.19,1253.66,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-10,4.8,17.1,13.7,20.7,7.6,73,15,1.9,16.8,5723.054915,12.58,266273,7256,70576,70057,20638,1859.19,1501.22,1253.45,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-12,0.5,5.9,13.4,18.5,9.4,66,25,2.4,16.3,5582.007078,18.93,266273,7256,70576,70057,20638,1857.48,1501.37,1254.01,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-13,0,0.2,14.4,21.8,7.5,65,16,1.9,13.6,5744.421104,14.23,266273,7256,70576,70057,20638,1858.19,1501.4,1254.23,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-14,0,0,15.5,23.3,9.5,73,17,1.3,8.1,5697.915429,18.19,266273,7256,70576,70057,20638,1860.67,1501.27,1254.35,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-15,0,0,15.7,23.8,9.9,76,18,1.2,6.1,5511.096801,14.44,266273,7256,70576,70057,20638,1858.79,1501.02,1254.38,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-16,0,0,15.8,23.5,10.4,79,16,1.2,7.8,5566.934253,20.31,266273,7256,70576,70057,20638,1857.55,1500.68,1254.1,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-17,0,0,16.1,24.8,10.2,76,10,1.2,7,5817.307498,15.87,266273,7256,70576,70057,20638,1856.64,1500.22,1253.58,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-19,0.1,7.9,16.4,23.5,10.7,76,27,1.2,8.3,5125.662208,22.73,266273,7256,70576,70057,20638,1855.99,1500.06,1253.66,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-20,0,0,16.8,24.1,11.5,77,28,1.2,9.7,4865.640235,17.19,266273,7256,70576,70057,20638,1852.42,1499.36,1252.79,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-21,0.2,5.6,16.9,23.9,11.8,81,30,1.2,9.7,5746.035699,13.75,266273,7256,70576,70057,20638,1851.28,1498.61,1252.17,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-22,0.3,8.5,16.3,21.6,12.3,80,39,1.5,9.7,5790.715325,16.5,266273,7256,70576,70057,20638,1852.28,1497.57,1251.33,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-23,0,0,16.3,22,12.3,79,28,1.2,6.9,5286.553222,13.81,266273,7256,70576,70057,20638,1853.13,1496.3,1250.25,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-24,1.2,16.4,16.2,22.3,11.3,77,24,1.7,12.4,5532.294776,16.08,266273,7256,70576,70057,20638,1853.67,1495.18,1249.07,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-26,0.4,17,14.4,19.8,9.1,68,27,1.8,11.9,5852.12711,20.91,266273,7256,70576,70057,20638,1851.75,1494.14,1248.54,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-27,16.3,45.5,13.4,17.8,9.7,71,18,2.7,17.3,4931.026808,36.26,266273,7256,70576,70057,20638,1846.55,1492.85,1247.21,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-28,0,0,11.4,17.2,5.9,56,13,2.1,14.7,5639.067521,15.76,266273,7256,70576,70057,20638,1841.59,1491.5,1246.35,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-29,0.4,5.7,10.5,16.3,5.4,57,14,1.7,11.5,4643.316847,62.68,266273,7256,70576,70057,20638,1839.38,1490.09,1245.42,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-30,0,0.4,8,12.8,3.6,51,6,2.3,12.6,4986.016844,40.13,266273,7256,70576,70057,20638,1840.6,1489.15,1244.65,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-31,0,0,6.3,13.2,0.7,54,11,1.8,11.2,5753.686689,17.33,266273,7256,70576,70057,20638,1839.51,1488.27,1243.83,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-11-02,0.2,5.5,10.1,16.4,4.6,65,8,1.7,9.8,6204.806401,21,266273,7256,70576,70057,20638,1836.21,1486.62,1242.73,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-03,0,0,10.8,19,4.9,70,13,1.2,6.9,5324.442281,27.73,266273,7256,70576,70057,20638,1834.89,1485.8,1242.47,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-04,0,0,10.9,20,3.8,71,10,1.2,7.9,5871.54719,22.21,266273,7256,70576,70057,20638,1833.72,1484.88,1241.59,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-05,0,0.4,12.9,20.7,7.1,70,11,1.2,7.5,4440.10509,182.61,266273,7256,70576,70057,20638,1834.49,1483.82,1240.64,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-06,2.6,20.1,13.5,19.2,8,75,29,2.4,17.7,5489.303639,32.4,266273,7256,70576,70057,20638,1835.66,1482.93,1240.02,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-07,28,115.5,13.2,14.5,11.7,93,65,2.5,16.5,5705.912868,22.27,266273,7256,70576,70057,20638,1836.45,1481.57,1238.78,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-09,3.2,32.5,12.7,15.5,10.8,86,45,1.9,16.8,6090.164952,26.43,266273,7256,70576,70057,20638,1835.7,1480.63,1238.39,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-10,0.2,5,11.1,15.3,7.6,79,33,1.6,15.9,5901.013875,22.99,266273,7256,70576,70057,20638,1835.67,1479.73,1238.23,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-11,2,67.5,11.5,17.1,6.8,81,36,1.3,10.7,5420.654225,29.47,266273,7256,70576,70057,20638,1835.47,1478.81,1237.75,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-12,0.6,6.2,13.7,18.1,9.1,75,38,2,9.6,4270.361748,343.22,266273,7256,70576,70057,20638,1834.52,1477.75,1237.17,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-13,24.4,112.7,12.1,13.9,10.9,89,52,2.4,13.5,6025.7029,24.66,266273,7256,70576,70057,20638,1831.97,1476.76,1236.28,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-14,5,50.7,13.8,16.2,12,93,59,1.2,11.7,5985.669954,26.26,266273,7256,70576,70057,20638,1830.76,1475.88,1235.67,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-16,10.7,26.3,12.6,15.8,8.9,90,50,1.3,13.6,5942.722496,33.5,266273,7256,70576,70057,20638,1818.76,1474.51,1235.34,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-17,0.5,9.5,14.3,17.1,12.3,89,39,1.6,11.1,5810.761709,22.4,266273,7256,70576,70057,20638,1823.88,1473.35,1234.64,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-18,7.9,86.7,11.6,14.2,9.4,85,55,2.9,13.5,5996.838841,23.06,266273,7256,70576,70057,20638,1824.41,1472.28,1233.95,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-19,0.9,30.5,10.2,12.1,8.6,86,49,1.5,9.3,4297.074213,136.74,266273,7256,70576,70057,20638,1826.73,1470.98,1233.25,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-20,0.1,4.5,11,15.9,7.6,82,32,1.2,8.2,5961.187041,23.15,266273,7256,70576,70057,20638,1825.04,1469.3,1232.55,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-21,0.1,1.5,9.6,13.5,5.9,82,32,1.1,7.4,5988.865438,21.7,266273,7256,70576,70057,20638,1827.47,1467.88,1231.58,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-23,6.6,46.5,10.9,12.7,9.2,88,57,1.8,13.5,5553.680532,42.55,266273,7256,70576,70057,20638,1827.43,1466.33,1230.99,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-24,2.8,39,8.5,11.2,6,74,32,2.4,13.7,5051.773934,30.47,266273,7256,70576,70057,20638,1824.46,1464.51,1230.13,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-25,9,34.7,5.6,7.6,3.8,86,45,2,19.1,5908.166569,18.78,266273,7256,70576,70057,20638,1823.4,1462.86,1229.21,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-26,3.3,26.5,0.9,4.5,-1.1,69,25,3.5,22.5,4599.62321,146.21,266273,7256,70576,70057,20638,1823.15,1461.49,1228.69,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-27,0.6,8.7,1.1,4,-1.9,67,12,2.7,21.9,4862.341483,50.52,266273,7256,70576,70057,20638,1823.3,1460.49,1228.3,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-28,0,1,3.2,7.2,0.1,73,27,1.4,9,4330.909616,98.78,266273,7256,70576,70057,20638,1822.18,1459.49,1227.68,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-11-30,0.2,2.5,6.4,11.6,1.5,74,22,1.6,10.9,5940.844255,30.06,266273,7256,70576,70057,20638,1817.33,1458.46,1227.51,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
2015-12-01,0,0,4.7,12.1,-0.9,75,15,1.1,7.5,4866.869835,26.31,266273,7256,70576,70057,20638,1817.9,1456.21,1226.25,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-02,5.7,20.5,7.3,11.3,2.9,80,30,2,19.3,5692.243336,19.21,266273,7256,70576,70057,20638,1817.99,1455.41,1225.8,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-03,3,16.7,3,6.5,-0.3,63,26,4.2,25.2,4271.404831,186.67,266273,7256,70576,70057,20638,1817.3,1454.21,1225.36,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-04,0.5,6,2.8,5.7,-0.6,65,20,3.3,19.4,5061.276583,17.3,266273,7256,70576,70057,20638,1817.43,1453.02,1224.75,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-05,0,0.1,5.5,8.7,2.1,60,12,2.4,14,5918.736313,22.47,266273,7256,70576,70057,20638,1816.44,1451.82,1224.13,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-07,0,2.5,3.5,9.9,-2.5,70,22,1.2,10.1,5206.794632,23.96,266273,7256,70576,70057,20638,1816.5,1450.18,1223.61,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-08,0,12,4.6,11.1,0,70,19,1.2,10.9,5269.019956,17.19,266273,7256,70576,70057,20638,1814.97,1448.33,1222.53,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-09,0,0.5,6.2,13.2,-0.4,74,18,1.1,7.4,5533.475174,22.26,266273,7256,70576,70057,20638,1813.45,1446.49,1221.6,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-10,14.1,63,8.7,10.6,6.6,89,39,1.4,13.8,4435.09197,40.29,266273,7256,70576,70057,20638,1811.5,1444.38,1220.27,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-11,3.7,21,7.6,10.9,3.8,75,22,2.6,20.4,5150.300845,12.07,266273,7256,70576,70057,20638,1811.75,1442.33,1219.24,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-12,0,0.7,5.5,10.8,1.1,69,27,1.5,9.6,5432.859397,11.41,266273,7256,70576,70057,20638,1812.08,1439.86,1217.62,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-14,3.9,19.1,6.9,8.7,4.2,88,52,1.1,12,5871.622658,20.23,266273,7256,70576,70057,20638,1807.85,1437.21,1216.02,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-15,0.5,5,7.2,9.9,4.7,71,34,2.5,15.3,5127.740965,21.61,266273,7256,70576,70057,20638,1803.59,1434.88,1214.3,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-16,2.4,19.5,1.7,5.5,-1.6,63,14,3.1,24.8,5533.041584,13.08,266273,7256,70576,70057,20638,1803.35,1432.55,1212.75,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-17,0.3,16,-2,1.4,-4.8,55,16,2.8,24.2,5781.088718,15.31,266273,7256,70576,70057,20638,1801.84,1430.53,1211.19,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-18,0,0.2,-0.5,4.7,-6,66,1,1.7,13.3,5087.656192,13.46,266273,7256,70576,70057,20638,1801.98,1428.59,1209.91,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-19,0,0,1.4,8.4,-3,72,17,1.1,7.8,4782.695775,17.3,266273,7256,70576,70057,20638,1799.93,1426.59,1207.79,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-21,1.5,8.6,4.3,9.3,0.5,82,29,1.4,12.6,4538.868281,130.1,266273,7256,70576,70057,20638,1796.47,1423.95,1205.64,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-22,0.1,1,4.1,9.6,-1.1,79,24,1.3,8.6,5743.015924,18.09,266273,7256,70576,70057,20638,1794.06,1421.65,1203.27,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-23,1.9,12,6.3,9,3.8,88,23,1.1,9.3,5157.63775,15.8,266273,7256,70576,70057,20638,1792.64,1419.48,1200.81,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-24,0,0,4.2,8.7,0.8,72,16,1.9,15.5,5672.253192,14.96,266273,7256,70576,70057,20638,1793.41,1417.55,1199.15,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-25,0,3,1.4,5.8,-2.6,48,10,2.3,16.2,5437.617167,18.26,266273,7256,70576,70057,20638,1793.49,1415.77,1197.31,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-26,0.2,4.6,3.8,9.8,-2.1,63,23,2,15.6,5524.55306,24.09,266273,7256,70576,70057,20638,1793.18,1414.95,1196.69,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-28,0,0.5,-2.4,2.2,-6.4,48,1,2.4,15,5603.510238,19,266273,7256,70576,70057,20638,1790.75,1413.21,1195.34,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-29,0,0,-1.4,4.8,-6.7,54,4,1.6,12,4140.369824,117.51,266273,7256,70576,70057,20638,1787.61,1411.53,1193.74,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-30,1.1,7,0.9,7.4,-5.2,66,18,1.3,9.6,4061.526654,119.27,266273,7256,70576,70057,20638,1785.5,1410.19,1192.36,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2015-12-31,0.3,7,2,6.3,-1.7,75,25,1.7,15.8,4968.359977,37.24,266273,7256,70576,70057,20638,1784.56,1409.35,1191.45,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5
2016-01-04,0,0,5.3,10.1,0.1,58,12,2.3,10.9,5472.7171,22.79,275547,2649,81738,132850,20759,1780.73,1403.84,1185.85,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-05,0.5,6.2,0.6,4.4,-2.4,44,1,2,10.2,5111.089283,30.19,275547,2649,81738,132850,20759,1779.6,1402.25,1184.01,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-06,0,0,0.7,5.4,-4.2,54,13,2.1,14.7,5399.175042,14.79,275547,2649,81738,132850,20759,1779.69,1400.78,1182.44,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-07,0,0.1,0.4,4.3,-2.6,53,14,2.5,16.4,4478.477428,65.41,275547,2649,81738,132850,20759,1776.63,1399.15,1180.44,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-08,0,3,-0.5,3.9,-3.8,55,14,2.3,15,4246.585789,17.89,275547,2649,81738,132850,20759,1776.26,1397.36,1178.04,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-09,0,0.1,0.7,5.5,-3.8,57,16,1.9,12.4,5655.326388,17.04,275547,2649,81738,132850,20759,1775.52,1395.62,1175.5,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-11,0,4.7,-0.7,4.3,-4.4,46,3,2.1,12.9,5679.002296,16.99,275547,2649,81738,132850,20759,1773.83,1393.53,1172.86,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-12,0,6.4,-2.1,3.7,-7.1,48,6,2.2,16.4,5322.086312,21.93,275547,2649,81738,132850,20759,1771.25,1391.91,1170.17,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-13,0.8,8.5,-1.2,2.3,-4.9,63,18,2.5,15.7,5453.480955,15.33,275547,2649,81738,132850,20759,1769.93,1390.32,1167.57,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-14,0.1,6.2,-1.1,3.3,-5.5,57,13,2,14.7,4413.910717,88.52,275547,2649,81738,132850,20759,1768.29,1388.78,1164.76,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-15,0.1,3.1,-0.2,6.2,-5.3,67,19,1.1,7.5,5565.687001,17.54,275547,2649,81738,132850,20759,1767.07,1387.16,1161.8,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-16,0,4.3,0.8,7.3,-4,67,20,1.2,6.9,5447.208633,16.68,275547,2649,81738,132850,20759,1766.01,1384.83,1158.36,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-18,0.9,10.7,-2,3.1,-7.3,66,13,4.2,23.9,5187.000093,21.41,275547,2649,81738,132850,20759,1762.48,1382.41,1154.25,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-19,0.8,12,-7.5,-4.6,-9.7,53,12,4.8,22.8,5037.100091,18.65,275547,2649,81738,132850,20759,1757.5,1379.99,1150.54,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-20,0,4.2,-6.9,-2.3,-10.9,56,17,2.2,19.4,5843.053054,13.97,275547,2649,81738,132850,20759,1755.68,1378.33,1147.64,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-21,0,15.2,-4.7,0,-8.4,52,6,2,12.4,4621.763188,65.88,275547,2649,81738,132850,20759,1754.06,1376.56,1144.35,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-22,0,20.4,-4.2,0.7,-9.3,44,7,2.4,13,5719.20354,15.37,275547,2649,81738,132850,20759,1752.71,1374.76,1140.8,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-23,1.2,31,-7,-3.5,-11.3,45,4,3.4,23,6003.351553,23.02,275547,2649,81738,132850,20759,1752.23,1373.35,1137.97,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-25,0.3,10.3,-6.6,-1.3,-12.4,59,18,2.2,19.6,6107.554285,17.32,275547,2649,81738,132850,20759,1750.08,1371.97,1135.33,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-26,0.1,0.9,-1.7,3.5,-7,65,23,2.2,15.2,6144.156168,15.61,275547,2649,81738,132850,20759,1747.4,1370.04,1131.93,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-27,0,0.1,0.2,6.1,-4.8,61,14,1.7,14.6,5861.482229,14.27,275547,2649,81738,132850,20759,1745.75,1368.42,1128.92,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-28,6.7,66.7,0.3,3.6,-4.6,70,13,1.2,11.2,4460.690126,98.9,275547,2649,81738,132850,20759,1744.07,1366.94,1126.12,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-29,8.2,38.7,2.3,4.4,0.3,81,25,1.9,13,5903.587357,17.27,275547,2649,81738,132850,20759,1741.31,1365.79,1124.11,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-01-30,0.6,11.5,2.2,6.4,-1.2,82,26,1.5,12.7,6262.059785,15.84,275547,2649,81738,132850,20759,1741.36,1364.86,1122.4,0.6,1.5,-1.1,2,2,2.5,1.6,0.4
2016-02-01,0,40,-2.9,1.7,-6.2,48,14,2.6,17.2,6089.35099,16.97,275547,2649,81738,132850,20759,1735.31,1363.04,1118.75,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-02,0,7.5,-3.4,2.7,-8.6,50,13,2,17.6,6147.260144,23,275547,2649,81738,132850,20759,1733.68,1362.19,1117.02,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-03,0,3.3,-1.8,4.9,-8.3,54,9,1.8,12.6,5715.471187,16.42,275547,2649,81738,132850,20759,1734.87,1361.18,1115.02,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-04,0,0,0.4,5.9,-4.8,53,14,2.2,10.4,4827.522595,64.97,275547,2649,81738,132850,20759,1734.59,1360.25,1113.01,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-05,0,0,-0.2,5.4,-5,46,7,2.2,11.7,6095.444293,22.04,275547,2649,81738,132850,20759,1733.9,1359.75,1111.98,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-06,0.5,12,-1.4,3.3,-5.6,52,16,2.4,17.9,5710.221482,18.92,275547,2649,81738,132850,20759,1734.08,1359.05,1110.29,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-11,0.2,27.6,6.8,13.7,-1.2,55,13,1.9,17.1,4392.248609,146.99,275547,2649,81738,132850,20759,1727.48,1356.99,1107.26,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-12,20.7,99.5,9.7,12,6.9,92,18,1.8,19,4756.116646,20.56,275547,2649,81738,132850,20759,1725.91,1355.48,1104.71,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-13,11.4,40,11.7,16.2,7.1,94,59,1.7,19.8,5849.2664,14.73,275547,2649,81738,132850,20759,1725.33,1354.01,1102.64,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-15,0.2,9.7,-3.1,0.1,-6,52,16,3.7,21.4,6357.58084,20.25,275547,2649,81738,132850,20759,1725.34,1352.28,1100.93,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-16,0.5,2.9,-0.1,4,-4.4,64,28,3.1,18.9,5723.715628,15.01,275547,2649,81738,132850,20759,1720.43,1350.34,1098.49,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-17,0,2.5,1.2,6.5,-4.1,54,14,2.2,15.9,5543.211842,12.6,275547,2649,81738,132850,20759,1718.39,1348.76,1096.73,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-18,0.1,2,3.6,9.7,-2.9,62,16,2.2,12.2,4341.342925,116.14,275547,2649,81738,132850,20759,1717.46,1347.55,1095.22,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-19,0,5.5,4.5,8.9,-0.2,59,8,1.5,11.6,5211.164618,12.45,275547,2649,81738,132850,20759,1715.9,1346.59,1094.2,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-20,0,1.4,3.5,8.7,-0.6,51,11,2.5,19.4,5300.335714,12.04,275547,2649,81738,132850,20759,1715.64,1345.74,1093.17,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-22,0,7.4,2.7,6.5,-1.5,46,8,1.2,8.1,5396.025981,17.47,275547,2649,81738,132850,20759,1712.49,1344.98,1092.17,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-23,0.2,2,3.3,8.5,-1.3,49,11,2.7,13.4,6035.24554,20.35,275547,2649,81738,132850,20759,1712.79,1344.25,1091.84,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-24,0.6,19.7,-1,3.4,-4.7,52,10,2.5,17.4,5849.297743,17.28,275547,2649,81738,132850,20759,1711.37,1343.66,1091.53,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-25,0,7.3,0.3,6,-5.9,50,12,2.3,14.9,4351.785274,116,275547,2649,81738,132850,20759,1711.97,1343.08,1090.86,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-26,0.8,5,2.8,7.3,-2.3,67,13,1.7,11.9,5115.103994,15.85,275547,2649,81738,132850,20759,1712.72,1342.29,1090.25,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-27,1.4,8.9,5.2,10.6,1.2,67,15,1.8,16.2,4813.417528,15.68,275547,2649,81738,132850,20759,1711.58,1341.76,1089.49,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-02-29,0.3,10.7,-1.8,1.3,-4.8,56,23,3.6,22.1,5912.130816,22.67,275547,2649,81738,132850,20759,1710.52,1341.37,1089.29,1.1,5,-0.7,2,2.1,2.7,1.7,1
2016-03-01,0,0.1,-1.4,4.3,-7.3,52,11,2.4,11.4,5169.151841,17.03,275547,2649,81738,132850,20759,1710.14,1340.74,1088.41,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-02,0,0,3.2,10.4,-3.8,61,11,2.1,12.7,5202.672969,17.45,275547,2649,81738,132850,20759,1709.96,1340.27,1088.33,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-03,0,3.9,7.2,15.2,-0.1,67,18,1.6,12.7,4955.233233,41.81,275547,2649,81738,132850,20759,1709.56,1340.13,1088.29,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-04,9.7,38.5,9.4,13.7,4.6,84,25,1.4,9.7,5699.479761,19.44,275547,2649,81738,132850,20759,1709.38,1339.83,1088.06,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-05,27.9,104.4,11.8,15.5,8.2,91,57,2.5,14.4,4794.727029,20.16,275547,2649,81738,132850,20759,1709.42,1339.72,1087.84,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-07,0,0.1,8.9,14.9,3.4,68,15,1.5,7.9,5660.882635,21.73,275547,2649,81738,132850,20759,1710.84,1339.72,1088.15,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-08,2.8,33.8,5.9,9.3,2.4,52,12,2.3,14.8,5612.13027,25.55,275547,2649,81738,132850,20759,1714.22,1340.13,1089.14,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
2016-03-09,2,27.1,3.1,8.2,0.3,52,11,3,16.3,5718.843832,20.08,275547,2649,81738,132850,20759,1713.47,1341.06,1090.68,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5
