날짜,무가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2014-05-16,280.5086777,0,0,19,26.1,11.7,49,12,2.3,10.5,642.45,0,0,0,0,21030,2192.79,1869.3,1680.85,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-17,332.7730026,0,0,18.7,25.9,12.1,56,10,1.7,8.5,449.32,0,0,0,0,21030,2192.01,1868.87,1680.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-18,314.5646185,0,0,18.6,25.8,11.6,60,10,1.6,7,703.84,0,0,0,0,21030,2192.37,1868.74,1680.02,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-19,296.3562345,0,0,19.4,26.8,11.8,58,10,1.6,8.6,958.36,0,0,0,0,21030,2192.22,1868.57,1680.04,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-20,301.0546286,4.5,83.9,18.4,23,14.8,70,13,1.4,10.4,824.92,0,0,0,0,21030,2192.84,1868.39,1679.7,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-21,273.8884225,0,18.5,18.4,24.7,13.2,69,15,2.3,10.3,779.01,0,0,0,0,21030,2193.58,1868.12,1679.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-22,264.5650655,0,0.5,19.5,27,12.7,67,16,1.9,8.3,563.88,0,0,0,0,21030,2193.11,1867.9,1679.04,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-23,271.9486508,0,1.5,19.2,24.1,15.4,74,34,1.9,10.3,554.98,0,0,0,0,21030,2193.45,1867.68,1678.88,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-24,314.2060358,0,0.3,21.8,28.6,15.4,68,16,1.9,9.7,398.03,0,0,0,0,21030,2194.01,1867.37,1678.46,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-25,306.5000796,7.7,145,20.5,25,17.6,74,26,2.5,15.2,595.575,0,0,0,0,21030,2193.68,1867.17,1677.94,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-26,298.7941234,2.3,19.5,20.5,26,15.3,59,16,2.9,12.9,793.12,0,0,0,0,21030,2193.74,1866.91,1677.81,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-27,299.9682067,0,0,22,29.5,13.5,48,13,2.8,13.4,758.27,0,0,0,0,21030,2194.47,1866.71,1677.53,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-28,313.2475934,1.2,25.5,21.6,28.4,16,65,17,2.3,13.2,678.56,0,0,0,0,21030,2195.59,1866.42,1677.1,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-29,326.1527359,0,0,22.8,31.1,15.5,60,10,1.8,9.5,630.5,0,0,0,0,21030,2195.06,1866.22,1676.75,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-30,327.4267939,0,0,23.6,32.1,15.2,51,9,1.7,10,511.77,0,0,0,0,21030,2195.22,1866.03,1676.63,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-05-31,387.2914926,0,0.1,24.3,32.4,16.3,55,9,1.7,9,366.34,0,0,0,0,21030,2195.31,1865.86,1676.29,1.7,-2,2.2,2.4,0.7,1.8,2.2,1.4
2014-06-01,381.7661621,0,0.1,23.9,29.9,18.3,60,14,1.4,8.6,548.83,0,0,0,0,21030,2194.85,1865.59,1675.73,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-02,376.2408316,5.9,191,20.9,24.2,18,72,20,2.4,26.4,731.32,0,0,0,0,21030,2194.2,1865.21,1675.52,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-03,441.6596973,19.8,86.5,19.1,21.3,17.2,86,31,2.4,14.7,614.59,0,0,0,0,21030,2193.5,1865.13,1675.22,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-04,380.9174123,3.1,22,21.1,25.3,18.3,72,35,2.8,8.5,759.27,0,0,0,0,21030,2194.24,1864.94,1674.9,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-05,429.0418123,1.2,17.5,20.7,23.8,18.2,72,40,2.2,9.5,556.58,0,0,0,0,21030,2193.35,1864.72,1674.75,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-06,426.0057797,0,1.5,21.4,27.4,16.5,67,14,1.7,8.3,643.63,0,0,0,0,21030,2192.84,1864.27,1674.16,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-07,330.6646653,0.2,6,21,26.6,15.8,72,29,1.8,8.5,620.25,0,0,0,0,21030,2193.11,1864.21,1673.98,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-08,342.1950152,0.7,9,20.6,25,17.9,77,35,1.8,6.7,677.48,0,0,0,0,21030,2193.05,1864,1673.64,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-09,353.725365,0.9,14.5,20.9,25.4,17.9,77,24,1.8,7.5,734.71,0,0,0,0,21030,2193.16,1863.82,1673.56,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-10,368.3932408,4,47.5,21,25.4,18,77,31,2,7.6,631.67,0,0,0,0,21030,2191.01,1863.04,1672.69,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-11,331.0808074,4.8,49.5,20.4,25.2,17.6,78,30,2,8.5,716.09,0,0,0,0,21030,2186.36,1862.34,1671.7,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-12,322.308298,7.2,78.5,19.4,24.3,16,79,27,1.7,9.7,576.55,0,0,0,0,21030,2186.06,1861.66,1670.91,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-13,301.9334433,1,9.5,20.3,25.4,16.3,78,33,1.9,8.4,541.91,0,0,0,0,21030,2185.88,1861.04,1670.28,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-14,309.5991339,0,0.1,22.1,28.2,16.7,70,21,1.9,7.6,587.43,0,0,0,0,21030,2186.16,1860.63,1669.51,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-15,316.9839129,0,0,22.6,28.7,17,65,21,2.1,8.9,646.195,0,0,0,0,21030,2186.87,1860.45,1669.2,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-16,324.368692,0,3.6,23.3,29.6,17.4,63,22,1.8,7.6,704.96,0,0,0,0,21030,2186.37,1860.12,1669.01,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-17,346.018372,1.9,84,22,26.1,19.2,74,28,1.7,11.7,565.97,0,0,0,0,21030,2186.77,1859.85,1668.6,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-18,325.0654033,0.3,9,22.5,28.3,17.9,71,25,1.8,9.9,614.65,0,0,0,0,21030,2186.03,1859.62,1668.26,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-19,292.5692824,0.3,7.5,22.6,27.9,18,74,27,1.8,10.5,635.15,0,0,0,0,21030,2188.61,1859.28,1667.83,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-20,313.4858972,1.4,15.5,22.2,26.7,18.3,76,34,1.9,11.1,450.48,0,0,0,0,21030,2187.79,1859.11,1667.59,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-21,363.2653288,2.3,46,21.3,24.3,19.2,79,41,2.1,8.7,404.24,0,0,0,0,21030,2189.12,1859,1667.35,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-22,360.0531418,5.9,57.5,21.9,26.5,18.4,75,31,1.8,8,519.31,0,0,0,0,21030,2189.19,1858.9,1667.1,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-23,356.8409547,12.4,61,21.1,26,18.3,83,39,1.6,7.7,634.38,0,0,0,0,21030,2188.67,1858.95,1667.22,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-24,333.7593668,2.5,33,21.8,27,18,80,33,1.7,7.7,649.1,0,0,0,0,21030,2191.88,1859.29,1667.4,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-25,351.9107954,0,30,22.8,28.4,18,75,30,1.5,6.2,554.05,0,0,0,0,21030,2193.23,1859.25,1667.32,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-26,336.2313784,0,0.4,23.7,29.3,19,72,25,1.5,7.1,612.94,0,0,0,0,21030,2193.33,1859.25,1667.37,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-27,311.5805853,0,0.3,24,29.9,18.8,70,25,1.7,10.9,617.59,0,0,0,0,21030,2193.83,1859.25,1667.29,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-28,331.61106,0.8,17,24,29.3,19.9,69,25,2.2,9.8,413.02,0,0,0,0,21030,2194.12,1859.25,1667.12,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-29,341.8267694,0,0.5,23.4,28.4,18.9,71,29,1.8,10.8,517.245,0,0,0,0,21030,2194.16,1859.22,1666.82,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-06-30,352.0424787,1.7,29,23.7,29.5,19.4,75,31,1.6,7.1,621.47,0,0,0,0,21030,2193.01,1859.23,1667.24,1.7,-1,1.9,2.4,0.7,1.8,2.1,1.4
2014-07-01,348.903425,1.5,60.5,24.6,31.1,19.5,73,23,1.6,7,617.47,0,0,0,0,21030,2193.86,1859.21,1666.85,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-02,371.4387939,7.7,37.4,23.1,27.5,20.1,81,34,1.7,14.1,501.98,0,0,0,0,21030,2194.71,1859.27,1666.7,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-03,418.0273809,25.8,59.5,21.3,23.5,19.5,90,49,1.8,10.4,540.01,0,0,0,0,21030,2195.33,1859.29,1666.46,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-04,565.3338885,0.9,12.5,23.6,28.7,20.2,78,28,1.6,10.2,307.41,0,0,0,0,21030,2195.92,1859.36,1666.41,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-05,369.7184356,0.8,40.6,23.1,27.3,19.5,78,30,1.5,13.5,740.19,0,0,0,0,21030,2195.95,1859.35,1666.1,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-06,349.9573953,8,149,21.5,24.1,19.5,84,16,1.8,12.4,801.15,0,0,0,0,21030,2196.66,1859.27,1665.83,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-07,330.196355,0.9,9,23.3,28,19,81,22,1.6,9.1,862.11,0,0,0,0,21030,2194.83,1859.11,1665.75,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-08,304.8860052,4.2,38.5,25,29.1,21.5,83,41,1.5,8.6,676.38,0,0,0,0,21030,2194.5,1858.67,1665.06,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-09,313.9700125,7.2,65,26.1,30.4,23.4,85,44,2.3,18.7,617.59,0,0,0,0,21030,2194.4,1858.5,1664.52,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-10,311.9739892,0,6,26.9,32,23.2,72,25,2.4,16.4,562.54,0,0,0,0,21030,2194.34,1858.3,1664.12,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-11,270.6768983,0,0,26.5,32.4,21.5,60,21,2.3,9.3,543.8,0,0,0,0,21030,2193.9,1858.02,1663.52,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-12,282.7618896,0.9,41,24.7,29.2,20.8,72,27,1.5,10.4,350.64,0,0,0,0,21030,2194.53,1857.83,1663.05,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-13,306.4545043,8,34.5,24,28.4,20.9,79,38,1.7,8.1,469.165,0,0,0,0,21030,2195.1,1857.68,1662.61,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-14,330.1471189,0,0.5,25.6,31.1,21.3,71,22,1.9,7.8,587.69,0,0,0,0,21030,2195.14,1857.36,1662.65,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-15,284.2919996,2,53,24.4,28.5,21.3,79,28,1.4,7.5,673.22,0,0,0,0,21030,2193.74,1857,1661.98,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-16,292.5070214,2.4,26.5,25.2,29.9,21.5,76,30,1.5,8.1,602.87,0,0,0,0,21030,2192.29,1856.66,1661.49,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-17,287.9098143,7.7,77,24.3,27.6,21.7,84,38,1.7,10.6,599.19,0,0,0,0,21030,2191.44,1856.3,1660.88,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-18,327.6271128,18.6,180,24.6,29,21.8,85,33,1.8,8.1,526.54,0,0,0,0,21030,2191.49,1856.08,1660.39,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-19,457.9971362,9.2,102,25.9,31,22.5,81,41,1.7,8,241.63,0,0,0,0,21030,2191.76,1855.86,1659.97,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-20,410.7672904,0.1,69,26.6,31.9,22.7,78,29,1.5,7.1,469.675,0,0,0,0,21030,2191.24,1855.82,1659.65,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-21,363.5374446,0,0,26.7,31.7,22.4,77,32,1.8,9.2,697.72,0,0,0,0,21030,2191.73,1855.74,1659.71,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-22,363.0029087,2.1,26,26.6,30.6,23.3,75,36,2.5,14,565.19,0,0,0,0,21030,2191.83,1855.47,1659.31,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-23,418.0780412,10.7,55.3,26.1,29.7,23.2,80,37,2.2,9,693.45,0,0,0,0,21030,2190.82,1855.13,1658.93,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-24,464.5506206,11.7,66.1,26.5,31.2,23.1,81,34,1.9,9.3,563.47,0,0,0,0,21030,2190.86,1854.92,1658.32,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-25,392.1928271,8.8,91.5,27.9,32.6,24.2,78,36,3.1,19.5,487.53,0,0,0,0,21030,2189.87,1854.56,1657.95,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-26,367.4081943,1.8,17,25.6,29.5,21.6,73,35,3.8,18,438.21,0,0,0,0,21030,2189.87,1854.28,1657.41,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-27,370.6214081,0.2,14.1,23.8,29.8,19.1,72,22,1.6,8.4,518.405,0,0,0,0,21030,2190.14,1854.14,1657.08,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-28,373.8346219,3.3,50.5,23.5,28.7,18.8,75,23,1.5,11.2,598.6,0,0,0,0,21030,2190.45,1853.99,1657.09,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-29,359.7669637,2.7,54,24.5,29.4,20.6,79,37,1.6,8.3,649.3,0,0,0,0,21030,2187.29,1853.53,1656.57,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-30,390.9701214,0,5,27.4,33,22.3,74,27,1.6,11.2,565.19,0,0,0,0,21030,2186.9,1853.12,1656.18,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-07-31,374.1155705,5.5,68.5,27.7,34.2,23.8,76,30,1.7,11.2,614.01,0,0,0,0,21030,2186.73,1852.8,1655.77,1.6,-2.2,1.9,2.3,1.1,1.8,2.2,1.4
2014-08-01,396.8050814,2.4,29,27.7,32.5,23.4,73,28,2.4,17.1,426.18,0,0,0,0,21030,2186.43,1851.68,1654.37,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-02,269.0111472,46,306.5,27,30.6,24,76,37,3.8,20.5,54.18,0,0,0,0,21030,2186.19,1851.26,1653.5,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-03,355.6288882,35.2,174.5,25.2,27.2,23.7,89,48,3.4,15.6,362.555,0,0,0,0,21030,2186.46,1851.11,1653.24,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-04,442.2466293,9.1,75,24.9,27,23.7,92,60,1.9,13.4,670.93,0,0,0,0,21030,2186.38,1850.83,1652.99,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-05,475.1822604,1.2,18.5,26.9,31.5,23.8,82,44,1.8,8.2,473.22,0,0,0,0,21030,2183.85,1850.28,1652.39,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-06,392.3670893,5.8,40.5,26,29.9,22.9,84,46,1.6,7.8,796.36,0,0,0,0,21030,2183.14,1849.5,1651.6,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-07,334.7023205,17.6,83,23,26,21.2,90,53,1.4,8.8,793.37,0,0,0,0,21030,2183.11,1848.89,1650.86,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-08,344.5158255,3.9,72,23.6,27.4,20.4,78,36,2.6,10.5,431.52,0,0,0,0,21030,2181.92,1848.13,1650.11,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-09,307.5141913,1.9,37.5,24.5,28.4,20.8,69,28,3.2,14.4,668.02,0,0,0,0,21030,2177.33,1847.58,1649.91,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-10,323.9851443,21.6,127,23.4,28,20.6,82,43,2.3,13.8,625.745,0,0,0,0,21030,2176.8,1847.22,1649.66,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-11,340.4560973,0.4,7.5,23.5,28.7,19.3,76,38,1.9,11.2,583.47,0,0,0,0,21030,2180.37,1847.14,1648.99,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-12,283.7239143,0,0,24.7,30.4,19.9,74,32,1.7,8.1,869.59,0,0,0,0,21030,2176.62,1846.58,1649.24,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-13,271.7204522,2.5,15.7,23.1,26.7,20.7,85,44,1.1,10.9,777.77,0,0,0,0,21030,2174.17,1845.23,1647.84,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-14,271.2928246,18.2,73.5,21,22.8,19.5,92,53,1.4,9.1,575.02,0,0,0,0,21030,2176.21,1844.55,1646.88,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-15,330.2859593,3.6,45.5,23.4,27.8,20.3,85,44,1.4,10.3,564.35,0,0,0,0,21030,2176.12,1843.91,1646.15,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-16,301.1362028,0.2,26.2,24.3,29.4,20.7,81,37,1.4,7.4,465.75,0,0,0,0,21030,2175.51,1843.41,1645.62,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-17,306.4599843,19.6,123,22.7,25.9,20.4,87,45,1.6,12.4,577.285,0,0,0,0,21030,2175.36,1843.1,1645.19,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-18,311.7837658,56.9,267,21.6,23.9,19.8,94,63,1.9,10.9,688.82,0,0,0,0,21030,2174.88,1842.48,1644.83,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-19,317.8967111,12.2,88.5,22.9,26.1,21.1,92,60,1.2,7.6,543.83,0,0,0,0,21030,2174.38,1841.5,1643.72,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-20,397.7397253,13.3,115,23.4,26.3,21.5,91,56,0.9,10.8,534.17,0,0,0,0,21030,2174.07,1840.42,1642.62,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-21,307.2248325,37.7,126.4,23.8,27.4,21.5,88,49,2.4,15.5,986.29,0,0,0,0,21030,2173.32,1839.21,1641.46,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-22,327.0302148,0.9,15,24.4,29.5,20.4,78,35,1.8,10.2,402.72,0,0,0,0,21030,2171.61,1837.81,1640.37,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-23,228.406094,0,1,24.5,29.8,20.6,77,30,1.5,7.6,781.03,0,0,0,0,21030,2170.83,1836.63,1639.26,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-24,254.1153628,5.7,128.1,24.2,28.4,21.1,83,28,1.2,7.7,862.065,0,0,0,0,21030,2170.44,1836.12,1638.49,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-25,279.8246315,40.1,246.5,23.4,25.8,21.9,91,47,1.7,18.4,943.1,0,0,0,0,21030,2168.94,1835.33,1637.88,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-26,356.1684311,5.6,55.5,24.2,28.6,21.3,82,43,1.8,10.3,502.89,0,0,0,0,21030,2167.12,1833.72,1636.61,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-27,461.5100379,1.8,36.5,22.6,26.1,19.8,80,43,1.8,7.9,578.86,0,0,0,0,21030,2166.55,1832.54,1635.31,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-28,291.839698,1.2,33.8,22.1,26.6,18.8,79,29,1.5,8.6,1042.13,0,0,0,0,21030,2166.57,1831.21,1634.22,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-29,275.0724724,4.1,40.5,22.1,27.2,18.4,79,33,1.6,10.4,1080.27,0,0,0,0,21030,2166.36,1830.07,1633.28,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-30,261.8290629,0,1,21.9,27.5,17.3,75,26,1.6,6.9,778.85,0,0,0,0,21030,2166.51,1829.08,1632.35,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-08-31,861.8721461,0,1,21,26.2,16.8,76,25,1.3,6.3,0.88,0,0,0,0,21030,2166.81,1828.67,1631.73,1.4,-4.8,2.1,2.2,0.8,1.9,2.4,0.8
2014-09-01,303.1922258,0.1,1.5,22.2,28.3,16.8,74,30,1.6,8.4,930.41,0,0,0,0,21030,2167.05,1826.99,1630.38,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-02,323.3928358,7,36.5,21.4,25.4,18.1,81,40,2,14,885.57,0,0,0,0,21030,2167.44,1825.72,1629.14,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-03,492.4288174,31.7,138,21.5,24.4,19,92,63,2,14.5,807.43,0,0,0,0,21030,2167.3,1824.81,1628.07,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-04,542.2963019,0.4,5.2,22.8,28.1,18.6,78,35,1.7,8.9,704.03,0,0,0,0,21030,2165.92,1823.95,1627.27,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-05,436.4112255,0,0.1,23,29.7,17.7,76,25,1.4,8.2,1164.7,0,0,0,0,21030,2165.61,1822.88,1626.44,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-06,369.2283396,0.6,12.5,22.6,28.8,18.7,78,28,1.3,7.5,954.25,0,0,0,0,21030,2163.64,1822.01,1625.44,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-07,294.9522888,0,0,22.9,29.4,17.7,80,25,1.3,7.6,28.92,0,0,0,0,21030,2164.01,1821.46,1624.76,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-08,147.4761444,0,0,23.2,29.4,18.8,80,26,1.4,8.3,14.46,0,0,0,0,21030,2164.07,1821.26,1624.56,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-10,221.9033268,0,0.3,21.1,27.6,16,72,18,1.5,9,463.895,0,0,0,0,21030,2164.35,1820.53,1623.94,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-11,443.8066537,0,0,21.5,28.2,15.8,73,19,1.4,7,927.79,0,0,0,0,21030,2162.53,1819.61,1623.46,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-12,449.7791732,0.3,26,20.9,25,17.5,80,33,1.2,6.7,699.1,0,0,0,0,21030,2160.65,1818.49,1622.45,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-13,375.7445875,0.2,7,21.5,27.3,16.8,71,29,1.9,11.1,766.2,0,0,0,0,21030,2159.52,1817.51,1621.42,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-14,350.735016,0,0.1,20.8,26.9,15.4,71,26,1.6,7.4,863.185,0,0,0,0,21030,2159.58,1817.03,1620.74,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-15,325.7254445,0.1,4.5,21.7,27.6,17.7,73,27,1.3,8.5,960.17,0,0,0,0,21030,2159.61,1816.09,1620.34,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-16,320.8983669,0,0,21.3,27.1,16.4,67,13,1.5,9.6,789.9,0,0,0,0,21030,2158.35,1814.82,1619.03,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-17,349.9613536,2.4,44,20,24.3,17.1,75,20,1.3,8.9,532.52,0,0,0,0,21030,2157.18,1813.37,1617.59,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-18,381.5783414,0.1,5.7,19.5,24.9,15.3,71,21,1.6,7.5,510.69,0,0,0,0,21030,2155.9,1812.1,1616.37,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-19,431.1795822,0,18,18.6,25.1,13.5,70,16,1.5,7.3,477.15,0,0,0,0,21030,2156.34,1810.92,1615.25,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-20,460.2714709,0,5.6,19.1,26.6,12.7,68,18,1.5,7.6,504.03,0,0,0,0,21030,2156.76,1809.86,1613.98,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-21,483.86437,0.1,5,19.2,26.1,13.6,70,22,1.4,9.7,592.52,0,0,0,0,21030,2155.94,1809.38,1613.28,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-22,507.4572692,0,0,20,27.4,13.4,70,22,1.7,10.1,681.01,0,0,0,0,21030,2156.56,1808.64,1612.86,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-23,562.9209374,8.2,93.5,20.6,26.5,15.1,73,25,1.9,11,639.24,0,0,0,0,21030,2156.82,1807.4,1611.62,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-24,576.5299615,61.6,179.5,19.2,21.7,17.1,92,2,2.1,21.9,785.34,0,0,0,0,21030,2156.83,1806.22,1610.24,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
2014-09-25,540.352714,0.3,16.5,20.2,26.2,16,80,32,1.4,14.2,531.25,0,0,0,0,21030,2157.55,1805.04,1609.2,1.1,-3,0.9,2.2,0.9,1.9,1.9,0.6
