날짜,건고추가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,건고추거래량,건고추생산량,건고추저장이월량,건고추수입량,건고추수입금액,건고추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2020-02-22,13388.12914,1.7,5.6,6.2,9.9,1.8,58,17,3.7,16.6,0.6,60076,5516,127989,372108,31146,1809.55,1533.01,1354.85,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-23,14778.67783,0,0,3.2,9.4,-2.1,52,9,2,12.4,0.39,60076,5516,127989,372108,31146,1809.15,1532.62,1354.19,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-24,16169.22652,0.2,2.3,6.9,14.7,-1.6,56,5,1.4,10.1,0.18,60076,5516,127989,372108,31146,1808.9,1531.73,1353.38,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-25,9666.618037,27.7,57.8,7.3,9.8,5.5,91,19,2,13.6,0.75,60076,5516,127989,372108,31146,1808.13,1530.59,1351.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-26,15375,1.2,22.1,6.9,11.8,2.9,80,38,1.7,11.4,0.02,60076,5516,127989,372108,31146,1807.1,1529.45,1350.36,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-27,96275.4491,0.1,2,5.1,10.1,1.1,71,27,1.5,11.2,0.17,60076,5516,127989,372108,31146,1806.39,1528.09,1348.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-28,11964.28571,2.6,9.8,4.2,6.5,1.4,86,43,1.2,11.2,0.06,60076,5516,127989,372108,31146,1805.07,1526.59,1346.79,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-02-29,50555.79399,0,16.6,6.5,12,2.6,81,30,1.3,10.3,0.47,60076,5516,127989,372108,31146,1803.7,1525.03,1344.88,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7
2020-03-01,29123.39699,0.1,4.2,6.7,11.9,1.9,79,37,1.5,12.9,0.265,60076,5516,127989,372108,31146,1803.08,1523.52,1342.68,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-02,7691,0.1,4,5.1,9.6,1.6,58,14,2.6,14.4,0.06,60076,5516,127989,372108,31146,1802.14,1521.76,1340.72,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-03,11111.11111,0.1,2,5.9,12,-0.1,70,30,1.6,10.9,0.13,60076,5516,127989,372108,31146,1801.32,1519.5,1337.92,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-04,7860.671463,0,3.5,4.1,8.4,0.1,56,14,3.5,21.1,0.83,60076,5516,127989,372108,31146,1799.7,1517.3,1335.41,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-05,12993.67089,0,2.6,2.2,8.3,-2.5,52,12,2.2,20.5,0.16,60076,5516,127989,372108,31146,1798.05,1515.36,1333.15,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-06,18330.64516,0,0,3.6,11.8,-4.2,54,1,1.2,7.6,0.25,60076,5516,127989,372108,31146,1796.42,1513.55,1330.82,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-07,12877.48344,1.8,16.4,5.2,10.4,0.4,71,17,1,8.1,0.3,60076,5516,127989,372108,31146,1794.74,1511.7,1328.48,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-08,13538.94014,0,0,7.4,16.1,0.2,70,17,1.3,8.1,0.4,60076,5516,127989,372108,31146,1794.84,1510.79,1327.27,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-09,14200.39683,3.3,43,8.6,14.8,1.4,74,20,1.3,11.3,0.5,60076,5516,127989,372108,31146,1793.63,1508.65,1324.82,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-10,7038.188153,9.3,23.5,7.3,9.8,4.3,85,36,2.5,22.4,5.74,60076,5516,127989,372108,31146,1791.38,1505.06,1320.52,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-11,8302.783505,0,4,4.6,9.5,0.3,49,12,3,19.9,0.1,60076,5516,127989,372108,31146,1787.07,1499.7,1314.23,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-12,10000,0,0.1,6.5,14.7,-1.8,51,11,1.8,12.4,0.27,60076,5516,127989,372108,31146,1783.97,1494.89,1308.62,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-13,12879.53795,0,0.5,6.9,13,1.3,51,6,2.2,13.9,0.3,60076,5516,127989,372108,31146,1781.11,1490.23,1303.35,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-14,9702.261905,0,2.7,4.9,10.1,-1.2,44,11,2.8,16.4,0.17,60076,5516,127989,372108,31146,1777.31,1486.01,1298.25,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-15,10887.60983,0.4,6.9,5.1,11,0.2,52,15,3.5,21.8,0.3,60076,5516,127989,372108,31146,1775.51,1484.04,1295.73,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-16,12072.95775,0.3,12.1,4.2,10.3,-2.1,50,11,2.2,21.1,0.43,60076,5516,127989,372108,31146,1774.18,1480.14,1291.56,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-17,170045.8889,0.1,2.2,7.2,13.5,0.6,66,18,2.4,12,0.09,60076,5516,127989,372108,31146,1770.16,1473.72,1284.17,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-18,7393.987654,0,0,9.5,17.7,1.3,57,7,1.6,12.4,0.81,60076,5516,127989,372108,31146,1764.62,1465.4,1275.15,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-19,35894.91892,0.1,5.2,9.5,15.6,4.3,53,9,4.3,17.8,0.19,60076,5516,127989,372108,31146,1758.43,1457.94,1266.95,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-20,33103.8835,0,0,9.2,15.5,2.7,42,9,2.8,16.5,0.21,60076,5516,127989,372108,31146,1753.61,1450.71,1259.24,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-21,17785.02222,0.3,5.7,13.1,21.1,4.4,58,19,2.2,13.8,0.23,60076,5516,127989,372108,31146,1749.08,1445.02,1253.06,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-22,14188.20293,0,1,12.1,18.5,6.1,57,9,2.4,12.9,0.195,60076,5516,127989,372108,31146,1746.33,1442.55,1250.05,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-23,10591.38365,0,0,9.6,17.2,2,51,11,2.1,12.2,0.16,60076,5516,127989,372108,31146,1744.38,1437.38,1244.7,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-24,8329.52439,0,0,9.3,17.2,1.9,58,10,1.4,8.6,0.16,60076,5516,127989,372108,31146,1740.34,1430.25,1236.94,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-25,10111.49826,0,0.6,11.5,19.6,2.5,57,15,1.5,11.1,1.15,60076,5516,127989,372108,31146,1735.57,1423.96,1230.81,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-26,12924.46328,7.5,80.4,13.2,18.2,7.6,76,15,1.4,12.2,0.18,60076,5516,127989,372108,31146,1730.56,1418.18,1224.52,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-27,9212.409639,5.8,20.8,11.4,16.3,6.4,84,23,2.2,16.5,0.08,60076,5516,127989,372108,31146,1724.93,1411.92,1218.12,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-28,83000,0,7,7,11.3,3.2,52,7,2.1,16.9,0.1,60076,5516,127989,372108,31146,1720.03,1406.63,1212.81,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-29,45629.52381,0.1,2.6,7.5,14.4,0.1,62,16,1.6,10.9,0.105,60076,5516,127989,372108,31146,1718.25,1403.83,1209.9,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-30,8259.047619,0,0,9.9,16.9,4,61,10,1.4,8,0.11,60076,5516,127989,372108,31146,1715.02,1398.93,1205.16,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-03-31,8519.862288,0,0.6,11,18.9,2.6,58,9,1.4,9.2,1.89,60076,5516,127989,372108,31146,1710.61,1393.03,1199.27,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8
2020-04-01,7207.692308,0.7,8.2,10.6,17.4,5.4,55,15,2.5,17.1,0.13,60076,5516,127989,372108,31146,1704.02,1384.29,1190.5,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-02,9051.948052,0,0,9.3,16.8,1.9,51,6,1.8,13.2,0.08,60076,5516,127989,372108,31146,1698.16,1377.9,1184.19,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-03,10803.78099,0,0,10.4,18,2.8,44,5,2,9.7,0.24,60076,5516,127989,372108,31146,1692.18,1372.03,1178.65,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-04,17432.02614,0,0,8.9,16.2,2.8,47,9,2.9,15.9,0.31,60076,5516,127989,372108,31146,1687.27,1367.91,1174.57,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-05,14701.59,0,0,6.8,14.2,-0.2,42,2,2,13.8,0.205,60076,5516,127989,372108,31146,1685.68,1366.27,1172.64,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-06,11971.15385,0,0,8.9,16.9,-0.2,47,7,1.8,8.3,0.1,60076,5516,127989,372108,31146,1683.33,1362.9,1169.74,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-07,7213.049268,0,2.5,11.6,18.7,4.1,50,14,2.2,10.1,0.75,60076,5516,127989,372108,31146,1677.91,1357.79,1164.68,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-08,12319.44444,0.1,6.6,9.7,15.9,3.9,44,2,2.6,11.4,0.14,60076,5516,127989,372108,31146,1672.42,1352.04,1159.16,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-09,12202.92453,0,0.1,8.7,15.5,1.3,51,11,2.1,10.8,0.21,60076,5516,127989,372108,31146,1666.71,1347.54,1154.71,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-10,11292.66409,0,0.6,9.4,14.4,4.9,59,19,1.6,8.5,0.26,60076,5516,127989,372108,31146,1664.62,1343.57,1151.07,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-11,40185.54088,1.9,23.9,8.7,13.6,4,68,23,1.4,9,0.32,60076,5516,127989,372108,31146,1661.38,1339.93,1147.46,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-12,26370.54822,3.9,26.4,8,13.4,3.3,74,30,2.3,11.5,0.32,60076,5516,127989,372108,31146,1660.48,1338.46,1145.88,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-13,12555.55556,0,1.2,9.2,16.1,3.4,50,8,2.5,18.4,0.32,60076,5516,127989,372108,31146,1658.4,1335.31,1143.12,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-14,11577.31959,0,0,11.8,21,2,45,3,1.8,9.3,0.1,60076,5516,127989,372108,31146,1653.34,1331.1,1139.03,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-15,10928.97727,0,0,12.1,20.4,4.3,47,6,1.6,11.1,0.7,60076,5516,127989,372108,31146,1649.69,1326.56,1134.87,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-16,6866.666667,0,0.1,13,20.1,5.2,58,14,2.2,14,0.05,60076,5516,127989,372108,31146,1647.1,1322.62,1131.51,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-17,7518.225806,13.8,40.5,11.5,15.3,8.6,84,35,1.9,16.3,0.06,60076,5516,127989,372108,31146,1642.79,1317.95,1127.11,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-18,27957.57576,0.7,10.6,12.2,18,7.8,74,31,2.1,13.7,0.3,60076,5516,127989,372108,31146,1638,1313.53,1123.01,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-19,19648.78788,19,41.7,10.6,14.2,7.7,86,40,2,15.1,0.16,60076,5516,127989,372108,31146,1636.18,1311.41,1120.79,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-20,11340,0.5,8.7,11.2,16.1,7.7,75,31,2.6,13.4,0.02,60076,5516,127989,372108,31146,1633.7,1307.26,1117.33,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-21,7558.084479,0,0.6,8.9,13.9,4.9,45,7,3.8,14.9,1.02,60076,5516,127989,372108,31146,1628.79,1301.62,1111.91,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-22,18730.60148,0,0.1,7.2,11.5,3.8,43,12,3.9,16.3,0.27,60076,5516,127989,372108,31146,1623.3,1296.7,1107.16,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-23,11540.57508,0,2.6,8.4,14.3,3,47,17,3.3,15.6,0.63,60076,5516,127989,372108,31146,1618.87,1292.03,1102.66,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-24,8514.003295,0,0.5,10,16,2.6,45,7,3.1,14.4,0.61,60076,5516,127989,372108,31146,1614.44,1287.36,1098.28,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-25,8346.153846,0,2.7,13.9,21,5.9,53,16,3.5,16.5,0.08,60076,5516,127989,372108,31146,1612.18,1283.83,1094.84,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-26,9916.980678,0.2,5,11.9,18.2,5.6,53,9,2.2,10.1,0.145,60076,5516,127989,372108,31146,1610.72,1282.05,1092.88,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-27,11487.80751,0.1,5.3,11.2,17.9,4.4,55,13,2,9.7,0.21,60076,5516,127989,372108,31146,1608.34,1278.85,1090.09,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-28,11814.62885,0,0,12.8,20.3,4,52,12,2.2,14.1,0.71,60076,5516,127989,372108,31146,1602.04,1274.4,1085.57,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-29,7644.384515,0,0,14.8,22.9,7,49,11,1.8,10.3,1.54,60076,5516,127989,372108,31146,1596.82,1270.26,1081.5,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-04-30,16350.05118,0,0,17,24.4,7.1,59,14,2.3,10.9,0.98,60076,5516,127989,372108,31146,1593.67,1267.24,1078.54,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3
2020-05-01,10220,0,0.2,20.9,27.4,14.8,70,16,2.5,13.7,0.05,60076,5516,127989,372108,31146,1590.71,1264.02,1075.28,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-02,8750,0.4,36.6,20.5,25.2,16.7,74,25,2,11.4,0.08,60076,5516,127989,372108,31146,1589.18,1262.63,1073.84,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-03,11863.63637,12.6,80.2,18.3,21.6,15.6,86,33,1.5,12.2,0.105,60076,5516,127989,372108,31146,1588.9,1261.66,1072.7,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-04,14977.27273,0,0.9,19,26.2,13.5,77,30,1.9,13.3,0.13,60076,5516,127989,372108,31146,1587.14,1259.87,1071.05,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-05,10269.89823,1.3,7.9,15.4,19.9,11.8,83,37,1.5,12.3,0.23,60076,5516,127989,372108,31146,1585.24,1257.33,1068.43,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-06,7365.253456,0,0.1,17.7,25.5,11.2,66,12,1.9,9.6,2.17,60076,5516,127989,372108,31146,1584.8,1256.15,1067.27,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-07,11800,0,0,16.9,23.5,10,48,12,2.2,11.1,0.16,60076,5516,127989,372108,31146,1583.12,1253.91,1065.07,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-08,16270.8,3.6,30.2,17.1,23.7,9.2,57,8,2,18.5,0.5,60076,5516,127989,372108,31146,1580.74,1252.46,1063.74,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-09,16131.2336,33.1,111.2,15.7,18.2,13.4,94,51,2.5,16.1,0.38,60076,5516,127989,372108,31146,1578.74,1251.41,1062.51,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-10,14128.35874,0.4,3.6,15.6,19.5,12.8,83,34,2.4,11.4,0.205,60076,5516,127989,372108,31146,1579.52,1251.08,1062.18,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-11,12125.48387,0.3,3.7,18.1,24.4,12.1,60,15,2.4,11.8,0.03,60076,5516,127989,372108,31146,1578.34,1250.1,1061.41,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-12,12015.08706,0.3,3.6,16.3,21.7,11.7,61,22,3.1,11.5,0.8,60076,5516,127989,372108,31146,1577.14,1249.18,1060.35,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-13,8745.437063,0,0,16.1,22.9,8.6,51,14,2.3,12.4,0.57,60076,5516,127989,372108,31146,1575.22,1248.34,1059.55,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-14,6777.266754,0,0.2,18.6,26,10.4,46,12,1.5,10.2,5.33,60076,5516,127989,372108,31146,1574.88,1247.95,1059.16,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-15,14171.10048,17.8,59.8,15.9,18.9,14.3,87,24,1.9,15.1,0.21,60076,5516,127989,372108,31146,1574.2,1247.58,1058.75,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-16,14379.74684,0.4,5.3,17.4,21.9,14.5,88,45,1.3,6.9,0.24,60076,5516,127989,372108,31146,1574.45,1247.73,1059.02,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-17,14200.90283,0,85,19.3,25.3,15.1,81,36,1.4,10.5,0.19,60076,5516,127989,372108,31146,1573.51,1247.91,1059.12,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-18,14022.05882,18.4,57.3,18,23.2,14,85,37,2.2,14.4,0.14,60076,5516,127989,372108,31146,1574.19,1248.13,1059.5,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-19,15146.13181,8.3,140,13.4,17.1,10.5,79,43,2.7,17,0.35,60076,5516,127989,372108,31146,1574.97,1248.66,1059.77,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-20,6960.869565,0.3,12.5,13.7,19.2,8.6,72,28,1.8,10.7,0.69,60076,5516,127989,372108,31146,1575.39,1249.29,1060.26,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-21,14315.32847,0,1.4,15.4,21.2,9.4,73,35,1.6,11.7,0.41,60076,5516,127989,372108,31146,1576.32,1250.29,1061.27,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-22,9621.818182,0.2,11.6,16.8,22.2,12.3,74,29,1.8,19.8,0.28,60076,5516,127989,372108,31146,1576.71,1251.66,1062.7,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-23,15006.30915,0.1,35,18.2,24.3,12.5,72,23,1.5,11.7,0.32,60076,5516,127989,372108,31146,1577.57,1253.38,1063.99,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-24,17071.14308,3.8,23,18.4,23.5,13.9,80,35,1.9,11.2,0.245,60076,5516,127989,372108,31146,1579.53,1254.16,1064.54,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-25,19135.97701,0,0.4,17.7,22.4,13.8,78,26,1.4,7.4,0.17,60076,5516,127989,372108,31146,1578.21,1255.48,1065.87,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-26,11135.6837,0.4,9.2,18.2,24.3,14,74,27,1.5,7.9,0.72,60076,5516,127989,372108,31146,1578.88,1258.57,1068.51,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-27,13790.42904,0,0.8,18.3,24.5,13.2,64,16,1.9,8.9,0.3,60076,5516,127989,372108,31146,1582.14,1261.22,1070.81,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-28,14918.80174,0,0.5,18.1,24.7,11.8,67,21,1.6,9.3,0.46,60076,5516,127989,372108,31146,1584.13,1263.74,1073.05,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-29,16625.27094,0,0.3,19.3,26.2,12.5,66,19,1.4,8.7,0.41,60076,5516,127989,372108,31146,1585.27,1266.16,1075.16,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-30,11270.90909,0,1.4,20.3,26.8,13.8,62,21,1.4,7.1,0.11,60076,5516,127989,372108,31146,1585.9,1268.42,1077.12,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-05-31,12727.40857,1.7,32.2,20,25.5,14.4,70,18,1.5,7.6,0.1,60076,5516,127989,372108,31146,1585.73,1269.84,1078.2,-0.3,3.1,-2,0.1,-1.9,0.9,0.5,-0.7
2020-06-01,14183.90805,0.3,2.3,20.6,25.9,15.6,63,19,2.5,10,0.09,60076,5516,127989,372108,31146,1587.69,1273.49,1081.82,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-02,6526.109288,0.5,6.1,19.3,25.2,13,61,14,1.5,12.3,7.01,60076,5516,127989,372108,31146,1588.6,1276.04,1084.15,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-03,12274.1573,0.2,8.6,21.9,27.4,16.9,74,23,1.7,9.4,0.09,60076,5516,127989,372108,31146,1589.64,1279.03,1086.91,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-04,9177.419355,0,0.9,23.8,29.7,18.7,71,24,2.1,8.5,1.02,60076,5516,127989,372108,31146,1591.01,1282.23,1089.92,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-05,11025,0,0.6,23,29.2,18.4,73,19,1.6,8.5,0.08,60076,5516,127989,372108,31146,1593.08,1286.85,1094.27,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-06,11066.66667,1.3,45.8,21.8,27.8,17.4,73,29,1.8,8.9,0.18,60076,5516,127989,372108,31146,1594.97,1292.21,1099.12,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-07,12732.58146,0,0.5,22,28.2,16.9,67,23,1.5,8.9,0.155,60076,5516,127989,372108,31146,1595.55,1294.67,1101.38,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-08,14398.49624,0,0,24.1,31.4,16.9,63,17,1.4,9.1,0.13,60076,5516,127989,372108,31146,1596.06,1299.39,1105.88,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-09,7079.900726,0,0,25.5,32.9,17.9,60,17,1.5,10.8,0.83,60076,5516,127989,372108,31146,1600.46,1306.08,1112.2,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-10,11093.22034,12.2,71.6,24.9,32,19.5,70,29,1.5,11.8,0.06,60076,5516,127989,372108,31146,1603.86,1311.63,1117.3,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-11,10422.13115,10.3,38.3,24.4,30,20.6,81,32,1.4,8.9,0.24,60076,5516,127989,372108,31146,1606.65,1316.17,1121.52,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-12,14463.02239,10.1,63.1,23.3,27.6,20.1,85,32,1.2,7.4,0.27,60076,5516,127989,372108,31146,1608.22,1319.99,1125.19,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-13,9609.090909,19.5,100.1,23.9,28.8,19.9,82,22,1.4,13.4,0.11,60076,5516,127989,372108,31146,1610.58,1322.91,1127.84,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-14,12889.22287,18.2,95.4,23.7,27.9,20.6,81,34,2.3,15.4,0.085,60076,5516,127989,372108,31146,1611.76,1324.22,1128.99,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-15,16169.35484,0,0.2,23,28.6,17.7,65,21,2,9.8,0.06,60076,5516,127989,372108,31146,1612.21,1327.02,1131.65,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-16,13933.23864,0,0,22.8,28.9,17.3,66,24,1.6,11.4,0.35,60076,5516,127989,372108,31146,1614.27,1330.09,1134.37,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-17,9396.781513,0.9,30.9,22.1,27.1,17.1,72,29,1.4,8.8,1.19,60076,5516,127989,372108,31146,1615.49,1332.86,1137.11,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-18,13094.0499,17.7,119.6,19.7,22.3,17.6,84,47,1.5,8.3,0.52,60076,5516,127989,372108,31146,1616.5,1335.47,1139.58,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-19,3541.050584,1,14.3,21.8,27.3,17.7,76,35,1.7,10,1.54,60076,5516,127989,372108,31146,1616.89,1337.95,1142,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-20,13427.98354,0.1,4.5,22.3,27.6,18,77,35,1.5,6.8,0.24,60076,5516,127989,372108,31146,1618.16,1340.67,1144.35,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-21,11582.41282,0.2,10.7,23.1,29.2,18.1,73,29,1.5,7.3,0.14,60076,5516,127989,372108,31146,1618.98,1341.84,1145.5,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-22,9736.842105,0,0,24.2,31.2,17.4,69,20,1.4,7.8,0.04,60076,5516,127989,372108,31146,1619.92,1344.18,1147.87,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-23,11727.69712,0,4.8,24.4,30.4,18.6,69,20,1.5,13.7,0.8,60076,5516,127989,372108,31146,1621.74,1346.77,1150.24,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-24,10404.25532,19.5,123.2,21.8,24.6,19.9,85,39,2.1,16.5,0.09,60076,5516,127989,372108,31146,1622.77,1348.54,1151.92,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-25,3936.842105,4.5,35.3,21.5,23.7,19.7,92,64,1.5,7.1,0.86,60076,5516,127989,372108,31146,1624.41,1350.05,1153.36,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-26,15353.47826,0.4,3.3,22.7,27.3,19.3,78,37,2.1,10.5,0.51,60076,5516,127989,372108,31146,1624.83,1351.31,1154.71,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-27,15443.3752,0.3,15.8,23.3,28.9,19.1,77,36,1.1,9.3,0.64,60076,5516,127989,372108,31146,1625.44,1352.59,1155.94,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
2020-06-28,14662.43085,0.2,6.7,23.6,29.2,19,77,31,1.5,7.7,0.355,60076,5516,127989,372108,31146,1626.29,1353.19,1156.35,0,4.6,-1.4,0.2,-2,1,0.6,-0.3
