날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,무거래량,무생산량,무저장이월량,무수입량,무수입금액,무재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,무가격
2017-10-23,0,0,12.9,18.6,8,61,28,1.9,13.8,821.57,1079944,0,3667,756,22727,1836.29,1506.44,1297.76,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,316.1497264
2017-10-24,0.1,1.2,11.7,18.5,7.3,74,12,1.2,8,757.06,1079944,0,3667,756,22727,1837.36,1506.61,1298.06,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,296.097445
2017-10-25,0,0,11.7,19.8,6,75,24,1.2,7.6,738.31,1079944,0,3667,756,22727,1837.29,1506.74,1298.36,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,309.8639728
2017-10-26,0,0,12.7,19.5,6.9,75,14,1,6,699.13,1079944,0,3667,756,22727,1837,1506.88,1298.45,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,331.5002031
2017-10-27,0,0,14.4,21.5,9.6,73,16,1.1,7,835.23,1079944,0,3667,756,22727,1836.1,1507,1298.62,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,293.116771
2017-10-28,0,0,15.3,22.1,9.2,76,27,1.5,10.9,664.44,1079944,0,3667,756,22727,1836.49,1507.12,1298.64,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,272.7935488
2017-10-30,0,3.2,7.9,14.1,2.9,47,12,2.3,19.7,837.38,1079944,0,3667,756,22727,1836.74,1507.5,1299.12,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,290.344242
2017-10-31,0,0,8.8,17.5,1,60,10,1.3,7.9,733.19,1079944,0,3667,756,22727,1836.41,1507.71,1299.33,1.8,2.9,1.4,1.4,0.9,2.7,1.3,2,327.1031269
2017-11-01,0,0,12.2,18.5,6,70,15,1.5,10,624.6,1079944,0,3667,756,22727,1836.79,1508.62,1300.42,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,404.8828843
2017-11-02,0.1,3.7,13.4,19.3,9,78,28,1.1,7,692.89,1079944,0,3667,756,22727,1837.22,1508.95,1300.9,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,389.2175492
2017-11-03,1.3,20.9,12.1,18.4,7.1,72,28,2.2,16.8,862.39,1079944,0,3667,756,22727,1837.44,1509.35,1301.18,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,382.5365234
2017-11-04,1.3,33,8.1,13.8,3.6,60,20,2.2,18.9,590.59,1079944,0,3667,756,22727,1838.14,1509.82,1301.58,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,417.4398778
2017-11-06,0,0,9.6,18,2.6,69,6,1.3,9.1,1144.16,1079944,0,3667,756,22727,1838.04,1510.48,1302.67,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,375.3122605
2017-11-07,0.1,5.2,13.5,19.8,6.4,73,23,1.2,10,1050.18,1079944,0,3667,756,22727,1840.38,1512.06,1304.13,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,377.7867559
2017-11-08,0,1.9,14.1,19.6,7.5,61,12,2.4,12.6,971.28,1079944,0,3667,756,22727,1842.4,1513.34,1305.54,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,375.8310254
2017-11-09,0,0,9.2,17.6,2.8,61,9,1.2,10.5,1058.1,1079944,0,3667,756,22727,1843.49,1514.43,1306.59,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,341.552161
2017-11-10,2,9.6,11.5,19.4,4.3,66,18,2.7,15.9,1022.43,1079944,0,3667,756,22727,1844.16,1515.57,1307.84,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,364.3671467
2017-11-11,0,0,6.7,12.1,1.7,51,12,2.5,16,952.46,1079944,0,3667,756,22727,1844.7,1516.76,1308.84,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,423.420391
2017-11-13,0.4,7.8,8.2,14.4,1.2,66,12,1.4,11.8,1313.38,1079944,0,3667,756,22727,1844.8,1518.65,1310.79,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,381.4364649
2017-11-14,0,1.1,9.2,14.4,4.1,51,14,2.2,15.1,1265.87,1079944,0,3667,756,22727,1847.47,1520.74,1312.47,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,342.7786922
2017-11-15,0,0.8,5.5,10.3,1.2,49,13,2.6,16.4,1045.67,1079944,0,3667,756,22727,1850.48,1521.86,1313.66,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,366.3658898
2017-11-16,0,0.1,3.1,9.3,-1.6,51,11,1.6,8.2,1119.64,1079944,0,3667,756,22727,1851.4,1522.81,1314.62,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,431.3390298
2017-11-17,0.2,1.5,5.1,10.4,-2,56,8,1.2,13.9,1250.59,1079944,0,3667,756,22727,1850.5,1523.72,1315.54,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,482.7574287
2017-11-18,0,30.9,2,7.6,-2.1,44,8,3.6,19.1,1353.55,1079944,0,3667,756,22727,1850.93,1524.64,1316.3,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,507.1101083
2017-11-20,0,2.3,3.1,8.3,-1.5,55,14,2,9.9,1446.43,1079944,0,3667,756,22727,1852.48,1525.97,1317.77,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,419.0133874
2017-11-21,0,0.5,2.9,10.2,-2.7,63,10,1.2,11,1324.49,1079944,0,3667,756,22727,1853.12,1526.88,1318.76,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,382.4819629
2017-11-22,0.5,3.6,5.3,10.7,0.1,63,15,1.8,15.4,1174.36,1079944,0,3667,756,22727,1853.54,1527.6,1319.5,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,357.6812601
2017-11-23,0.6,6.8,2.3,6.7,-2,57,15,2.4,18.2,1263.17,1079944,0,3667,756,22727,1853.82,1528.28,1320.24,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,394.7007977
2017-11-24,1.3,8,1.9,6.5,-2.1,68,17,2.2,16.1,1254.68,1079944,0,3667,756,22727,1852.33,1529.12,1321.02,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,496.0456914
2017-11-25,3.3,33.5,4,10.4,-3.4,70,26,1.9,13.4,1496.29,1079944,0,3667,756,22727,1852.52,1529.99,1321.87,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,414.2630558
2017-11-27,0,0,3.9,11.6,-1.8,73,28,1.1,8.4,1384.09,1079944,0,3667,756,22727,1852.09,1531.27,1323.38,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,379.7211512
2017-11-28,0,2.6,7.3,14.4,0.7,76,20,1.2,9.8,1119.6,1079944,0,3667,756,22727,1852.94,1532.2,1324.24,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,339.8208285
2017-11-29,0,10.9,7.5,12.2,3.1,52,12,2.3,14.1,1112.02,1079944,0,3667,756,22727,1853.11,1533.11,1325.08,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,296.8649703
2017-11-30,0,4.8,2.1,6.6,-1.9,32,8,3.1,14.5,1028.04,1079944,0,3667,756,22727,1853.63,1533.76,1325.78,1.2,0.2,1.4,1.4,0.7,2.3,1.1,1.3,290.2365435
2017-12-01,0,0.6,-0.6,4.8,-5.2,41,11,2.1,13.5,943.8,1079944,0,3667,756,22727,1853.66,1534.92,1327.06,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,322.4294689
2017-12-02,0,0.5,1.3,8.1,-4.9,58,14,1.2,10.9,844.39,1079944,0,3667,756,22727,1853.97,1535.66,1327.66,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,351.7181732
2017-12-04,0.2,13,2.2,6.9,-2.6,57,13,2.9,17.6,940.94,1079944,0,3667,756,22727,1854.84,1536.55,1328.63,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,402.1378234
2017-12-05,0.2,10.1,-2.3,1.9,-6,47,12,2.6,19.3,785.51,1079944,0,3667,756,22727,1854.96,1536.83,1328.99,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,363.9590916
2017-12-06,0.9,7.7,0.6,6.7,-5.2,69,22,1.3,12.6,618.88,1079944,0,3667,756,22727,1855.37,1537.35,1329.52,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,306.7723192
2017-12-07,0.9,6.5,2.6,7.6,-1.9,66,18,1.7,15.8,623.67,1079944,0,3667,756,22727,1855.28,1537.85,1329.85,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,384.9323437
2017-12-08,0.2,11.7,-1.3,2.4,-4.3,49,14,2.8,20.7,824.79,1079944,0,3667,756,22727,1855.95,1538.13,1330.2,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,392.3072446
2017-12-09,0,1.7,0.7,6.2,-4.5,62,19,1.3,12.9,721.62,1079944,0,3667,756,22727,1856.24,1538.36,1330.31,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,384.0606803
2017-12-11,0.2,4.7,-3,1.7,-6.7,49,14,4.1,19.1,852.53,1079944,0,3667,756,22727,1855.06,1538.86,1330.99,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,420.5101281
2017-12-12,0,4.7,-6,-1.7,-9.7,47,9,2.7,18.2,764.29,1079944,0,3667,756,22727,1855.24,1539.28,1331.29,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,383.935506
2017-12-13,0,4,-5.2,0.4,-9.6,45,5,2.3,12.6,557.19,1079944,0,3667,756,22727,1854.39,1539.47,1331.57,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,379.9685923
2017-12-14,0,2,-4,2.8,-10.5,50,6,1.1,9.3,692.39,1079944,0,3667,756,22727,1854.78,1539.97,1332.08,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,367.2642087
2017-12-15,0,1.3,-0.8,4.7,-7.2,48,2,1.4,10.4,595.43,1079944,0,3667,756,22727,1855.45,1540.38,1332.49,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,389.8311461
2017-12-16,0.2,6.5,-1.7,2.1,-5.6,49,14,3.1,24.2,498.32,1079944,0,3667,756,22727,1855.17,1540.66,1332.66,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,396.5656537
2017-12-18,0.3,3.4,-0.2,5.7,-7.3,66,27,1.7,11.9,673.3,1079944,0,3667,756,22727,1855.17,1541.12,1333.36,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,432.5794853
2017-12-19,0.1,4.4,-1.3,3.4,-5.9,52,17,2.6,16.2,583.16,1079944,0,3667,756,22727,1855.53,1541.55,1333.75,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,447.570225
2017-12-20,0.7,6.2,-1.5,4.7,-7.8,61,17,1.5,17.1,927.68,1079944,0,3667,756,22727,1856.4,1541.76,1333.99,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,450.2198069
2017-12-21,0,0.5,-0.1,5.8,-4.8,65,12,1.6,11.4,900.16,1079944,0,3667,756,22727,1856.41,1541.99,1334.31,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,374.9627564
2017-12-22,0,0,1.7,8.5,-4.3,68,27,1.4,10,872.1,1079944,0,3667,756,22727,1856.79,1542.3,1334.57,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,380.9077191
2017-12-23,0,0,3.9,11,-1.1,75,20,1.1,9.4,899.57,1079944,0,3667,756,22727,1856.14,1542.58,1334.72,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,336.3442775
2017-12-25,0,3.5,0.2,3.5,-2.7,49,13,3.1,22.5,675.02,1079944,0,3667,756,22727,1856.93,1542.87,1334.85,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,305.1047376
2017-12-26,0.1,1.9,-0.6,4.1,-4.9,51,12,3.1,15.1,381.78,1079944,0,3667,756,22727,1856.32,1542.99,1335.22,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,323.7613415
2017-12-27,0,1,-3.9,0.7,-8,38,7,2.7,15.9,460.77,1079944,0,3667,756,22727,1855.9,1543.24,1335.45,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,338.8140747
2017-12-28,0,0,-1.5,3.7,-6.9,52,13,1.5,9.2,519.99,1079944,0,3667,756,22727,1855.74,1543.52,1335.82,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,369.2216389
2017-12-29,0,0.3,2.9,8,-2.1,70,31,1.7,11.9,434.7,1079944,0,3667,756,22727,1855.82,1543.74,1335.98,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,474.9874051
2017-12-30,0.6,5.9,2.9,7.1,-1.6,77,35,1,13.6,346.54,1079944,0,3667,756,22727,1856.28,1543.99,1336.12,1.4,0.7,1.3,1.2,0.7,2.3,1.4,1.6,660.557101
2018-01-02,0,0,0.2,5.8,-5.3,57,14,1.8,11,3.39,1084086,0,1731,505,23402,1855.84,1544.93,1337.13,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,255.0117925
2018-01-03,0,3.8,-1.6,2.8,-5.3,46,13,2.4,12.1,860.36,1084086,0,1731,505,23402,1857.61,1545.28,1337.44,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,501.2984039
2018-01-04,0,5,-1.7,2.3,-5.6,51,12,1.6,10.9,852.73,1084086,0,1731,505,23402,1857.49,1545.57,1337.83,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,459.8266984
2018-01-05,0,4.5,-0.1,4.7,-3.4,54,10,2,16.2,861.26,1084086,0,1731,505,23402,1857.6,1546.36,1338.72,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,415.1626518
2018-01-06,0,1.9,-0.7,5.5,-5.4,54,15,2,15.9,614.03,1084086,0,1731,505,23402,1857.36,1546.89,1339.14,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,419.7134333
2018-01-08,2.4,10.5,2.3,4.8,0.1,76,17,2,21.2,713.05,1084086,0,1731,505,23402,1856.8,1547.49,1339.89,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,420.7433659
2018-01-09,1.4,11.5,-1.3,1.5,-3.4,65,24,3.7,22.2,762.03,1084086,0,1731,505,23402,1856.27,1547.8,1340.26,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,406.5290166
2018-01-10,2.2,16,-4.5,-0.7,-8.1,63,15,3,24.9,685.79,1084086,0,1731,505,23402,1856.82,1548.16,1340.81,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,422.9499615
2018-01-11,0.8,21.3,-8.2,-4.3,-11.3,59,18,2.7,24.5,633.34,1084086,0,1731,505,23402,1856.75,1548.67,1341.37,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,401.7134475
2018-01-12,0,6.7,-8.5,-3.7,-13.4,54,12,2.2,18.3,446.09,1084086,0,1731,505,23402,1857.72,1549.23,1341.98,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,384.6439195
2018-01-13,0.1,6.5,-3.1,3.1,-8.8,69,24,1.3,11.8,369.18,1084086,0,1731,505,23402,1858.03,1549.76,1342.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,386.0063926
2018-01-15,0,1.4,4.4,10.8,-0.9,70,13,1.5,12.2,1171.47,1084086,0,1731,505,23402,1858.61,1550.69,1343.6,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,377.6143819
2018-01-16,7,40.9,3.8,8.2,-0.8,80,18,1.1,10.8,967.81,1084086,0,1731,505,23402,1859.43,1551.58,1344.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,392.1378054
2018-01-17,5,12.3,4.3,7.8,1.7,87,43,1.4,14.1,923.34,1084086,0,1731,505,23402,1860.38,1552.16,1345.19,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,394.7810631
2018-01-18,0,0.3,3.7,7.8,0.1,70,16,1.8,12.3,712.22,1084086,0,1731,505,23402,1861.71,1552.73,1345.96,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,411.0100138
2018-01-19,0,0,1.3,7.3,-3,55,6,1.5,9.2,874.61,1084086,0,1731,505,23402,1861.68,1553.32,1346.66,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,405.9677571
2018-01-20,0,0,1.2,7.7,-4.1,64,21,1.4,9.3,1156.51,1084086,0,1731,505,23402,1862.64,1553.92,1347.17,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,391.1165739
2018-01-22,1.2,5.8,2.9,7.6,-0.6,63,25,1.9,18.9,1104.73,1084086,0,1731,505,23402,1862.46,1554.73,1348.26,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,401.657144
2018-01-23,0,1.8,-6.4,0.7,-10,46,11,4,16.5,865.8,1084086,0,1731,505,23402,1862.29,1555.27,1348.97,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,406.1873786
2018-01-24,0,8.4,-10.4,-6.5,-13.4,38,12,3.5,15.9,681.89,1084086,0,1731,505,23402,1863.61,1555.85,1349.88,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,379.0397893
2018-01-25,0,7.4,-9.9,-5.1,-13.9,41,11,3.2,16.1,547.03,1084086,0,1731,505,23402,1863.86,1556.44,1350.65,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,352.4578087
2018-01-26,0,12.1,-10.4,-5.4,-14.2,44,7,3.2,17.2,389.4,1084086,0,1731,505,23402,1863.56,1557.14,1351.51,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,358.2199098
2018-01-27,0,0.4,-7,0.4,-14.6,44,3,1.6,12.2,341.14,1084086,0,1731,505,23402,1863.86,1557.76,1352.14,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,367.4029917
2018-01-29,0.1,2.9,-5.9,-1.7,-9.3,45,13,2.9,18.7,526.94,1084086,0,1731,505,23402,1863.57,1558.67,1353.35,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,545.6568832
2018-01-30,0.1,2.9,-4.6,1.4,-11.3,55,15,1.9,16.3,842.31,1084086,0,1731,505,23402,1865.36,1559.63,1354.53,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,550.5480757
2018-01-31,0,1.5,-1,3.9,-6,54,14,1.5,10.5,926.61,1084086,0,1731,505,23402,1866.19,1560.34,1355.49,0.8,-1.8,0.8,1.1,0.5,1.7,0.9,0.7,599.4913518
2018-02-01,0,0,-2.1,4.4,-7.7,46,9,1.6,10.6,977.12,1084086,0,1731,505,23402,1867.26,1561.4,1356.76,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,596.4824141
2018-02-02,0,1.1,-2.4,4.4,-8.3,48,5,1.7,15,1249.22,1084086,0,1731,505,23402,1867.26,1562.05,1357.48,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,601.67913
2018-02-03,0.3,5.2,-4.5,-0.8,-8.1,50,12,3.5,20.3,1320.03,1084086,0,1731,505,23402,1867.14,1562.6,1357.98,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,506.3243086
2018-02-04,0.2,27.2,-7.1,-3.1,-10.6,46,9,3.4,21.3,10.56,1084086,0,1731,505,23402,1867.25,1562.8,1358.08,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,650
2018-02-05,0.1,11.3,-7.4,-2.6,-11.8,46,12,3,18.4,1508.53,1084086,0,1731,505,23402,1867.11,1563.14,1358.81,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,621.2206771
2018-02-06,0.1,26.3,-8,-3.5,-12.3,47,9,2.8,18.9,992.24,1084086,0,1731,505,23402,1868.33,1563.9,1359.61,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,784.3246829
2018-02-07,0,35.5,-6.7,0,-13.3,47,7,1.9,13.5,1266.59,1084086,0,1731,505,23402,1869.02,1564.38,1360.15,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,890.6100371
2018-02-08,0,13.1,-3.6,4.6,-11,46,10,1.3,13,1232.05,1084086,0,1731,505,23402,1868.47,1564.8,1360.64,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,851.0592184
2018-02-09,0,0.2,1.4,8.6,-6.2,53,18,1.3,8.9,1444.39,1084086,0,1731,505,23402,1868.83,1565.11,1360.99,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,739.0899592
2018-02-10,0,3.6,1.5,7,-4,49,8,2.9,17.1,1369.09,1084086,0,1731,505,23402,1869.78,1565.31,1361.07,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,674.8773696
2018-02-11,0.7,5.1,-3.6,0.1,-7.2,52,12,3.2,25.1,9.74,1084086,0,1731,505,23402,1869.07,1565.34,1360.95,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,639.1170431
2018-02-12,0.4,4.2,-4.1,-0.1,-8.9,57,16,3.1,19.5,1713.3,1084086,0,1731,505,23402,1869.59,1565.47,1361.39,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,665.7347532
2018-02-13,0.1,1.1,-0.7,5.1,-7.2,54,12,2.5,19.3,1668.07,1084086,0,1731,505,23402,1869.27,1565.51,1361.47,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,614.942838
2018-02-14,0,0,4.7,11.9,-3.3,60,13,2.8,14.4,1582.53,1084086,0,1731,505,23402,1869.05,1565.72,1361.58,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,521.6707786
2018-02-15,0,0.2,1.9,7.5,-2.7,43,1,2,11.1,485.94,1084086,0,1731,505,23402,1868.01,1565.98,1361.65,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,494.3430026
2018-02-19,0,3.1,2.8,9.2,-2.5,46,8,1.3,7.2,560.66,1084086,0,1731,505,23402,1865.98,1565.76,1361.78,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,541.9732351
2018-02-20,0,0.1,2.7,9.1,-3.9,46,10,1.8,8.9,946.33,1084086,0,1731,505,23402,1865.81,1565.46,1361.47,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,518.3782136
2018-02-21,0,3.3,0.5,5.4,-3.8,33,2,2.2,11.4,850,1084086,0,1731,505,23402,1866.86,1565.06,1361.18,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,648.9817565
2018-02-22,0.1,3,0.6,7.3,-6.2,47,7,1.8,12,946.4,1084086,0,1731,505,23402,1866.61,1564.67,1360.79,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,678.1224218
2018-02-23,1,7.3,4.4,10.3,-2.7,65,15,2.1,11.5,1108.29,1084086,0,1731,505,23402,1866.5,1564.48,1360.61,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,693.3436796
2018-02-24,0.1,5.4,4.6,10.8,-0.4,60,11,1.8,11.3,850.29,1084086,0,1731,505,23402,1866.79,1564.3,1360.53,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,613.2423473
2018-02-26,0,0.3,3.1,11.7,-4.2,51,7,1.3,8.2,1017.36,1084086,0,1731,505,23402,1866.7,1564.17,1360.47,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,567.2884195
2018-02-27,0,0,5.1,12.5,-2.7,57,12,1.2,10.7,860.39,1084086,0,1731,505,23402,1866.26,1564.07,1360.35,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,578.1213682
2018-02-28,29.2,72.2,5.6,9.1,2.4,80,30,2.9,25.2,767.98,1084086,0,1731,505,23402,1865.75,1563.88,1360.18,1.3,2.8,0.6,1,0.4,2.3,1.1,1.3,695.4365964
2018-03-01,0.9,28.2,2.8,6.6,-1.7,58,13,4.6,20.2,686.37,1084086,0,1731,505,23402,1865.64,1563.68,1359.91,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,964.8503439
2018-03-02,0,0,1.3,8.9,-5,47,3,1.8,11.4,598.92,1084086,0,1731,505,23402,1866.35,1563.46,1359.86,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,1188.316617
2018-03-03,0,4,7.6,16.6,-1.4,54,4,1.5,11.7,669.3,1084086,0,1731,505,23402,1865.37,1563.15,1359.44,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,1090.960493
2018-03-05,12.1,36,5.7,11.6,2.3,81,37,3.2,17.9,1596.83,1084086,0,1731,505,23402,1863.63,1562.76,1359.14,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,811.3161107
2018-03-06,0,0,4.7,11.1,-0.7,65,15,1.8,10.2,1292.25,1084086,0,1731,505,23402,1863.61,1562.75,1359.18,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,743.1406405
2018-03-07,5.1,34.3,5.1,9.1,1.4,71,28,2.3,12,1124.55,1084086,0,1731,505,23402,1863.82,1562.37,1358.81,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,709.0333751
2018-03-08,16.7,47,3.3,6.3,1,87,44,2.4,19.8,1183.77,1084086,0,1731,505,23402,1864.29,1562.02,1358.4,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,697.1466033
2018-03-09,0.1,3,3.5,7.7,0.2,75,25,1.6,15.2,1026.77,1084086,0,1731,505,23402,1864.4,1561.53,1358.13,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,650.2622761
2018-03-10,0,0,4.8,11.4,-1.1,68,14,1.7,9.4,792.71,1084086,0,1731,505,23402,1864.14,1561.12,1357.58,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,664.4756316
2018-03-12,0,0,7.9,16.9,-0.4,63,12,1.5,9.9,1186.78,1084086,0,1731,505,23402,1863.81,1560.6,1357.27,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,613.9298514
2018-03-13,0,0,12.3,20.2,3.3,62,8,2.3,14,1239.95,1084086,0,1731,505,23402,1863,1560.02,1356.71,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,578.8781026
2018-03-14,0,0.6,15.2,22.5,8,66,21,2,11.9,1071.32,1084086,0,1731,505,23402,1862.67,1559.27,1356.09,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,596.4881198
2018-03-15,23.9,109,12.8,16.4,7.9,91,45,1.9,18.5,887.3,1084086,0,1731,505,23402,1861.95,1558.55,1355.18,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,654.8458032
2018-03-16,0.7,4,5.2,10.1,1.5,69,27,3.1,16.4,822.52,1084086,0,1731,505,23402,1860.89,1557.87,1354.71,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,620.6678423
2018-03-17,0,0,5.4,12.6,-1.1,64,9,1.6,8.7,563.53,1084086,0,1731,505,23402,1861.59,1557.16,1354.06,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,684.6616602
2018-03-19,19.9,51,8.5,11.4,5.6,85,35,2.9,14.8,780.69,1084086,0,1731,505,23402,1860.22,1556.44,1353.2,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,821.6290839
2018-03-20,0.6,16.9,5.3,8.7,1.9,54,28,4.6,15.5,865.47,1084086,0,1731,505,23402,1859.72,1555.54,1352.41,1.2,1.2,0.8,0.9,0.4,2.6,1.3,1.1,866.3581543
