날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,배추거래량,배추생산량,배추저장이월량,배추수입량,배추수입금액,배추재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,배추가격
2019-11-26,0.3,14,7.5,13.4,2.2,73,30,1.3,8.6,3003.93,2142581,0,612549,261931,25836,1821.55,1537.09,1380.05,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2,689.2441549
2019-11-27,0.8,25.4,6,9.5,2.4,64,28,2,14.1,2978.72,2142581,0,612549,261931,25836,1821.49,1537.4,1380.13,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2,689.6175471
2019-11-28,2.3,52.4,4.6,10.4,0.1,73,29,1.5,14,3275.74,2142581,0,612549,261931,25836,1820.68,1537.75,1380.26,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2,730.6425333
2019-11-29,0,20,3.1,9.8,-1.5,63,7,1.4,10.5,3618.94,2142581,0,612549,261931,25836,1820.96,1538.07,1380.37,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2,801.1903126
2019-11-30,0.1,12.2,5.1,12.6,-1.9,63,20,1,8,3052.09,2142581,0,612549,261931,25836,1820.76,1538.41,1380.35,0.2,-2.7,-0.2,-0.2,-0.9,1.6,0.6,0.2,766.3499687
2019-12-02,0.2,4.2,3.3,6.7,-0.1,57,21,3.1,20,2711.85,2142581,0,612549,261931,25836,1821.91,1539.22,1380.65,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,769.3892877
2019-12-03,0.4,11.7,2,6.4,-3.1,68,26,1.7,16.2,1960.02,2142581,0,612549,261931,25836,1822.18,1539.85,1380.94,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,749.9944266
2019-12-04,0.1,2.6,3.9,9.2,-0.6,63,20,1.5,11.5,2210.69,2142581,0,612549,261931,25836,1822.65,1540.18,1381.01,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,757.7815374
2019-12-05,0,3.3,0,4.6,-4.7,47,6,2.6,14.4,2626.6,2142581,0,612549,261931,25836,1822.87,1540.71,1381.15,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,773.5861145
2019-12-06,0,2.9,-3.5,2.1,-8.1,46,9,1.9,12.6,2791.69,2142581,0,612549,261931,25836,1822.47,1541.4,1381.42,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,817.4831937
2019-12-07,0,1.1,-0.3,5.7,-6.9,63,20,1.6,13.7,1679.59,2142581,0,612549,261931,25836,1822.89,1542.28,1381.78,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,829.1173587
2019-12-09,0.1,4.5,2.5,9.7,-4.1,71,20,1.2,8.2,2443.09,2142581,0,612549,261931,25836,1822.07,1543.34,1382.35,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,757.3986193
2019-12-10,0.4,6,6.1,13,1.1,80,27,1.2,8.6,1727.1,2142581,0,612549,261931,25836,1821.63,1544.07,1382.64,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,799.1866376
2019-12-11,0.3,2.2,6.7,13,1.6,69,22,2.6,16.9,1866.03,2142581,0,612549,261931,25836,1822.17,1544.93,1383.08,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,777.8611994
2019-12-12,0,0.4,1.4,5.9,-2.7,49,10,2.1,17.3,1849.02,2142581,0,612549,261931,25836,1822.53,1545.71,1383.53,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,757.9631719
2019-12-13,0.1,3.6,1.2,7.8,-5,57,6,1.2,14,1668.85,2142581,0,612549,261931,25836,1822.37,1546.42,1383.96,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,850.5458486
2019-12-14,0.4,3.7,3.8,8.7,-0.4,62,15,1.8,13.8,1179.36,2142581,0,612549,261931,25836,1822.9,1547.22,1384.33,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,833.1411661
2019-12-16,0,2.7,6.7,13.9,0.6,74,30,1,10.2,1628.66,2142581,0,612549,261931,25836,1823.31,1548.42,1385.04,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,759.8585624
2019-12-17,2.2,16,8,12.1,3.5,84,40,1.6,15.2,1556.15,2142581,0,612549,261931,25836,1824.06,1549.25,1385.5,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,716.0482666
2019-12-18,0.3,9.8,4.4,8.4,1.5,70,17,2.1,14.4,1139.86,2142581,0,612549,261931,25836,1824.78,1549.87,1385.93,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,942.9087559
2019-12-19,0,7.5,1.9,6.7,-1.5,53,13,2.2,14.3,1266.53,2142581,0,612549,261931,25836,1824.96,1550.57,1386.36,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,783.3796655
2019-12-20,0.1,2.4,0.7,5.3,-3.2,60,17,1.6,13.3,1409.01,2142581,0,612549,261931,25836,1824.76,1551.3,1386.88,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,793.5452962
2019-12-21,0.1,2.1,-0.1,4.4,-4.5,68,18,1.2,8.8,887.3,2142581,0,612549,261931,25836,1824.88,1552.04,1387.36,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,733.3033995
2019-12-23,0.7,11.2,3.5,8.4,-1.3,75,32,1.5,11.8,1242.47,2142581,0,612549,261931,25836,1825.28,1553.15,1388.05,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,710.7816591
2019-12-24,0,2.1,1.6,8.6,-2.4,73,13,1.1,8.6,892.3,2142581,0,612549,261931,25836,1825.05,1554.23,1388.82,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,709.2020504
2019-12-25,0,0.9,3.2,10.6,-3.5,63,10,1,8.5,888.95,2142581,0,612549,261931,25836,1825.69,1554.82,1389.21,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,673.2494634
2019-12-26,1.2,20.8,3.3,5.7,1.1,70,25,1.9,22.7,633,2142581,0,612549,261931,25836,1826.07,1555.46,1389.74,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,688.4863657
2019-12-27,0,5.9,0.2,4.8,-3.6,54,14,2.3,21.5,653.65,2142581,0,612549,261931,25836,1826.11,1556.18,1390.22,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,778.8447082
2019-12-28,0,1,0.1,7.2,-5.4,62,20,1,7.3,569.84,2142581,0,612549,261931,25836,1826.48,1556.8,1390.58,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,786.6378929
2019-12-30,0.9,3.5,4.7,9.5,-0.1,81,15,2,17.4,1022.19,2142581,0,612549,261931,25836,1827.13,1557.74,1391.19,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,844.2998576
2019-12-31,0.1,10.2,-4.1,0.2,-7,46,13,3.4,21.9,586.32,2142581,0,612549,261931,25836,1827.53,1558.44,1391.59,0.7,-0.8,1.1,-0.2,-0.9,1.6,0.7,1.1,826.2211055
2020-01-02,0,0,1.1,6,-3.2,70,27,1.6,9.5,72.53,2273882,0,563016,305166,13854,1829.22,1560.36,1392.88,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,861.0381375
2020-01-03,0,0,1.7,7.4,-2.5,66,17,1.7,11,1441.19,2273882,0,563016,305166,13854,1829.27,1561.05,1393.16,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,817.6452381
2020-01-04,0,1.5,1.1,7.7,-3.9,66,18,1.6,9.8,1100.44,2273882,0,563016,305166,13854,1829.27,1561.87,1393.82,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,827.6153915
2020-01-06,9.4,31.3,3.2,5.6,-0.9,83,28,1.3,15.6,1336.57,2273882,0,563016,305166,13854,1830.83,1563.32,1394.97,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,804.874137
2020-01-07,42.4,64,8.7,13.4,4.8,96,54,2.1,26.6,901.09,2273882,0,563016,305166,13854,1832.59,1565.06,1396.28,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,832.9351738
2020-01-08,4.6,37.2,5.2,11.4,2.9,79,44,3.8,25.9,728.99,2273882,0,563016,305166,13854,1833.08,1566.54,1397.58,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,774.2489739
2020-01-09,0,1.1,1.6,5.2,-1.6,67,25,2.3,13.1,779.31,2273882,0,563016,305166,13854,1833.56,1568.19,1398.84,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,774.9176028
2020-01-10,0,0,0.7,7.3,-4,69,16,1.2,9.7,1048.3,2273882,0,563016,305166,13854,1834.85,1569.25,1399.62,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,771.5655006
2020-01-11,0,0.3,1.6,6.8,-2.8,65,22,1.6,11,669.18,2273882,0,563016,305166,13854,1835.39,1570.06,1400.13,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,765.2023061
2020-01-12,0,11.1,1.4,4.8,-1,62,22,2.3,16.2,4.05,2273882,0,563016,305166,13854,1835.06,1570.36,1400.31,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,724.7652002
2020-01-13,0,3,0.1,3.7,-3.2,59,14,2.3,13.9,1457.31,2273882,0,563016,305166,13854,1835.56,1570.97,1400.86,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,731.2762863
2020-01-14,0,22.8,-0.6,4.5,-4.1,57,16,1.5,10.5,1021.75,2273882,0,563016,305166,13854,1835.85,1571.34,1401.06,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,736.8388334
2020-01-15,0,1.2,-1.2,4.2,-5.4,60,14,1.6,12.4,899.75,2273882,0,563016,305166,13854,1836.16,1571.46,1401.02,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,752.8308726
2020-01-16,0,0,-0.6,5.6,-5.3,54,9,1.3,9.9,933.44,2273882,0,563016,305166,13854,1835.6,1571.56,1401.06,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,739.0944396
2020-01-17,0.2,12,0.5,6.7,-3.7,57,10,1.2,13.1,1006.77,2273882,0,563016,305166,13854,1835.63,1571.45,1400.91,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,760.6472992
2020-01-18,0.6,15.3,1.1,7.3,-3.6,60,12,1.6,15.1,775.57,2273882,0,563016,305166,13854,1834.35,1571.27,1400.67,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,739.5441976
2020-01-19,0.1,1.3,2,6.8,-2.6,66,24,1.9,14.9,5.33,2273882,0,563016,305166,13854,1835.2,1571.22,1400.52,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,731.4575127
2020-01-20,0,0.3,2.3,6.8,-1.6,57,19,2.4,13.4,1203.79,2273882,0,563016,305166,13854,1833.99,1571.26,1400.67,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,758.1042846
2020-01-21,0,1.4,0.4,6.9,-5.3,51,9,1.4,11.9,1019.67,2273882,0,563016,305166,13854,1833.33,1571.17,1400.4,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,717.2866588
2020-01-22,4.4,37,2.9,5.6,-0.2,68,13,1,10,825.25,2273882,0,563016,305166,13854,1833.27,1571.06,1400.18,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,741.2019143
2020-01-23,2,7.9,5.1,10.2,1.6,79,23,1.2,12,566.49,2273882,0,563016,305166,13854,1832.87,1571.06,1400.05,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,769.0945996
2020-01-24,0.9,21.9,4.2,10.5,-0.6,74,18,1.3,10.6,152.33,2273882,0,563016,305166,13854,1832.71,1570.99,1399.94,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,659.0998982
2020-01-28,1.1,19.5,6.4,10.2,3.1,75,33,1.9,14.9,672.89,2273882,0,563016,305166,13854,1832.24,1570.26,1398.77,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,715.0389693
2020-01-29,0.9,13.3,5.4,9.4,2.4,74,34,1.4,14.6,642.04,2273882,0,563016,305166,13854,1831.68,1569.66,1398.1,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,796.7854395
2020-01-30,0.9,17.4,4.3,8.8,0.9,72,29,1.5,18,781.04,2273882,0,563016,305166,13854,1831.22,1568.76,1397.37,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,773.034573
2020-01-31,0,1,3,7.8,-0.7,73,29,1.4,14.6,647.62,2273882,0,563016,305166,13854,1829.98,1567.8,1396.42,1.5,2.5,2.3,-0.2,-0.5,1.7,0.9,2.1,813.2305086
2020-02-01,0,0.2,2.2,7.8,-2.6,73,31,1.5,12.5,515.37,2273882,0,563016,305166,13854,1829.74,1566.46,1394.86,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,819.150778
2020-02-03,0,0.7,1.3,5.7,-2.8,56,15,2.3,13.1,1087.75,2273882,0,563016,305166,13854,1829.16,1564.89,1393.18,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,767.2373829
2020-02-04,0.3,2,0.1,6.3,-6.2,57,10,1.8,13.4,687.25,2273882,0,563016,305166,13854,1828.81,1563.3,1391.26,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,805.0557408
2020-02-05,0,26,-3.6,1,-7.4,43,9,3,14.7,653.72,2273882,0,563016,305166,13854,1827.17,1561.93,1389.72,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,814.877699
2020-02-06,0,3.2,-4.2,2,-10.2,50,5,1.5,10,662.85,2273882,0,563016,305166,13854,1825.4,1560.33,1387.92,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,784.781212
2020-02-07,0,0.2,-0.4,5.3,-6.6,54,5,1.7,11.1,429.55,2273882,0,563016,305166,13854,1823.77,1558.76,1386.04,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,767.9734722
2020-02-08,0.1,15.2,1.3,5.8,-2.5,55,22,2.5,16.5,363.48,2273882,0,563016,305166,13854,1822.68,1557.5,1384.5,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,815.7228831
2020-02-10,0,0.2,3.7,10.8,-2,60,18,1.5,13.9,1035.9,2273882,0,563016,305166,13854,1821.21,1555.51,1382.38,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,769.7749811
2020-02-11,0.1,3.7,5.4,13.5,-3.2,58,15,1.1,9.4,835.39,2273882,0,563016,305166,13854,1820.45,1552.66,1379.28,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,773.2432265
2020-02-12,13.3,60.1,7.6,10,5,89,26,1.3,12.4,789.86,2273882,0,563016,305166,13854,1819.74,1550.29,1376.42,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,787.5680645
2020-02-13,0.1,1.5,8,12.5,3.5,84,29,1.6,10,505.65,2273882,0,563016,305166,13854,1818.05,1547.53,1373.28,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,790.512303
2020-02-14,0,0,7.8,15.8,3,77,9,1.1,7,962.71,2273882,0,563016,305166,13854,1816.72,1545.01,1370.38,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,775.6834252
2020-02-15,1.4,8,9.4,15.9,3.2,78,25,1.6,15.4,627.29,2273882,0,563016,305166,13854,1814.8,1542.96,1367.64,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,800.9396549
2020-02-17,1.3,78.4,-3,-0.5,-5.2,65,28,3.7,26.8,1038.22,2273882,0,563016,305166,13854,1813.68,1540.38,1364.35,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,817.6277842
2020-02-18,0,28.8,-1.7,4,-6.8,56,16,2.3,22.5,541.32,2273882,0,563016,305166,13854,1812.8,1538.33,1361.95,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,833.8835394
2020-02-19,0,0,2.1,9.2,-4.6,62,19,1.3,10,645.6,2273882,0,563016,305166,13854,1811.83,1536.63,1359.7,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,804.526267
2020-02-20,0,0,4.7,12.3,-1.3,66,16,1.1,6.8,668.09,2273882,0,563016,305166,13854,1811.46,1535.17,1357.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,837.3458451
2020-02-21,1.7,7.3,6.8,13.9,-0.6,69,17,1.4,15.3,740.46,2273882,0,563016,305166,13854,1810.36,1533.93,1356.17,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,787.1553347
2020-02-22,1.7,5.6,6.2,9.9,1.8,58,17,3.7,16.6,542.78,2273882,0,563016,305166,13854,1809.55,1533.01,1354.85,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,858.2304427
2020-02-24,0.2,2.3,6.9,14.7,-1.6,56,5,1.4,10.1,962.55,2273882,0,563016,305166,13854,1808.9,1531.73,1353.38,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,804.144311
2020-02-25,27.7,57.8,7.3,9.8,5.5,91,19,2,13.6,666.46,2273882,0,563016,305166,13854,1808.13,1530.59,1351.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,809.1552001
2020-02-26,1.2,22.1,6.9,11.8,2.9,80,38,1.7,11.4,423.33,2273882,0,563016,305166,13854,1807.1,1529.45,1350.36,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,852.6949788
2020-02-27,0.1,2,5.1,10.1,1.1,71,27,1.5,11.2,574.42,2273882,0,563016,305166,13854,1806.39,1528.09,1348.74,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,793.9550816
2020-02-28,2.6,9.8,4.2,6.5,1.4,86,43,1.2,11.2,667.29,2273882,0,563016,305166,13854,1805.07,1526.59,1346.79,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,804.341685
2020-02-29,0,16.6,6.5,12,2.6,81,30,1.3,10.3,336.7,2273882,0,563016,305166,13854,1803.7,1525.03,1344.88,1.1,0.3,2.2,-0.1,-0.6,1,0.6,1.7,802.2499814
2020-03-02,0.1,4,5.1,9.6,1.6,58,14,2.6,14.4,891.54,2273882,0,563016,305166,13854,1802.14,1521.76,1340.72,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,802.4001162
2020-03-03,0.1,2,5.9,12,-0.1,70,30,1.6,10.9,755.06,2273882,0,563016,305166,13854,1801.32,1519.5,1337.92,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,811.5342845
2020-03-04,0,3.5,4.1,8.4,0.1,56,14,3.5,21.1,786.66,2273882,0,563016,305166,13854,1799.7,1517.3,1335.41,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,813.4750266
2020-03-05,0,2.6,2.2,8.3,-2.5,52,12,2.2,20.5,719.24,2273882,0,563016,305166,13854,1798.05,1515.36,1333.15,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,790.3435803
2020-03-06,0,0,3.6,11.8,-4.2,54,1,1.2,7.6,692.6,2273882,0,563016,305166,13854,1796.42,1513.55,1330.82,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,773.1205064
2020-03-07,1.8,16.4,5.2,10.4,0.4,71,17,1,8.1,361.28,2273882,0,563016,305166,13854,1794.74,1511.7,1328.48,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,869.9809232
2020-03-09,3.3,43,8.6,14.8,1.4,74,20,1.3,11.3,918.38,2273882,0,563016,305166,13854,1793.63,1508.65,1324.82,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,747.0520985
2020-03-10,9.3,23.5,7.3,9.8,4.3,85,36,2.5,22.4,651.36,2273882,0,563016,305166,13854,1791.38,1505.06,1320.52,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,801.2972017
2020-03-11,0,4,4.6,9.5,0.3,49,12,3,19.9,573.52,2273882,0,563016,305166,13854,1787.07,1499.7,1314.23,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,766.438341
2020-03-12,0,0.1,6.5,14.7,-1.8,51,11,1.8,12.4,659.02,2273882,0,563016,305166,13854,1783.97,1494.89,1308.62,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,746.7388557
2020-03-13,0,0.5,6.9,13,1.3,51,6,2.2,13.9,676.17,2273882,0,563016,305166,13854,1781.11,1490.23,1303.35,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,767.9232651
2020-03-14,0,2.7,4.9,10.1,-1.2,44,11,2.8,16.4,361.82,2273882,0,563016,305166,13854,1777.31,1486.01,1298.25,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,810.8015002
2020-03-16,0.3,12.1,4.2,10.3,-2.1,50,11,2.2,21.1,905.39,2273882,0,563016,305166,13854,1774.18,1480.14,1291.56,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,773.1303135
2020-03-17,0.1,2.2,7.2,13.5,0.6,66,18,2.4,12,869.1,2273882,0,563016,305166,13854,1770.16,1473.72,1284.17,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,767.8815514
2020-03-18,0,0,9.5,17.7,1.3,57,7,1.6,12.4,770.05,2273882,0,563016,305166,13854,1764.62,1465.4,1275.15,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,774.9285904
2020-03-19,0.1,5.2,9.5,15.6,4.3,53,9,4.3,17.8,772.68,2273882,0,563016,305166,13854,1758.43,1457.94,1266.95,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,760.71816
2020-03-20,0,0,9.2,15.5,2.7,42,9,2.8,16.5,734.87,2273882,0,563016,305166,13854,1753.61,1450.71,1259.24,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,788.6942955
2020-03-21,0.3,5.7,13.1,21.1,4.4,58,19,2.2,13.8,415.74,2273882,0,563016,305166,13854,1749.08,1445.02,1253.06,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,828.4165292
2020-03-23,0,0,9.6,17.2,2,51,11,2.1,12.2,928.91,2273882,0,563016,305166,13854,1744.38,1437.38,1244.7,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,771.4707421
2020-03-24,0,0,9.3,17.2,1.9,58,10,1.4,8.6,777.8,2273882,0,563016,305166,13854,1740.34,1430.25,1236.94,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,784.2055212
2020-03-25,0,0.6,11.5,19.6,2.5,57,15,1.5,11.1,774.55,2273882,0,563016,305166,13854,1735.57,1423.96,1230.81,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,731.6933522
2020-03-26,7.5,80.4,13.2,18.2,7.6,76,15,1.4,12.2,693.1,2273882,0,563016,305166,13854,1730.56,1418.18,1224.52,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,793.5034043
2020-03-27,5.8,20.8,11.4,16.3,6.4,84,23,2.2,16.5,742.99,2273882,0,563016,305166,13854,1724.93,1411.92,1218.12,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,739.40335
2020-03-28,0,7,7,11.3,3.2,52,7,2.1,16.9,383.99,2273882,0,563016,305166,13854,1720.03,1406.63,1212.81,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,818.8237016
2020-03-30,0,0,9.9,16.9,4,61,10,1.4,8,970.75,2273882,0,563016,305166,13854,1715.02,1398.93,1205.16,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,763.4936523
2020-03-31,0,0.6,11,18.9,2.6,58,9,1.4,9.2,830.12,2273882,0,563016,305166,13854,1710.61,1393.03,1199.27,1,3.2,1.3,-0.1,-0.6,1.1,0.7,1.8,745.9439649
2020-04-01,0.7,8.2,10.6,17.4,5.4,55,15,2.5,17.1,876.11,2273882,0,563016,305166,13854,1704.02,1384.29,1190.5,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,742.3813786
2020-04-02,0,0,9.3,16.8,1.9,51,6,1.8,13.2,784.05,2273882,0,563016,305166,13854,1698.16,1377.9,1184.19,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,746.418281
2020-04-03,0,0,10.4,18,2.8,44,5,2,9.7,816.22,2273882,0,563016,305166,13854,1692.18,1372.03,1178.65,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,709.5880623
2020-04-04,0,0,8.9,16.2,2.8,47,9,2.9,15.9,432.9,2273882,0,563016,305166,13854,1687.27,1367.91,1174.57,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,798.0060476
2020-04-06,0,0,8.9,16.9,-0.2,47,7,1.8,8.3,977.84,2273882,0,563016,305166,13854,1683.33,1362.9,1169.74,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,753.6877396
2020-04-07,0,2.5,11.6,18.7,4.1,50,14,2.2,10.1,805.98,2273882,0,563016,305166,13854,1677.91,1357.79,1164.68,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,723.7011308
2020-04-08,0.1,6.6,9.7,15.9,3.9,44,2,2.6,11.4,870.12,2273882,0,563016,305166,13854,1672.42,1352.04,1159.16,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,691.4596127
2020-04-09,0,0.1,8.7,15.5,1.3,51,11,2.1,10.8,821.68,2273882,0,563016,305166,13854,1666.71,1347.54,1154.71,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,721.4338338
2020-04-10,0,0.6,9.4,14.4,4.9,59,19,1.6,8.5,894.4,2273882,0,563016,305166,13854,1664.62,1343.57,1151.07,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,697.1383391
2020-04-11,1.9,23.9,8.7,13.6,4,68,23,1.4,9,467.45,2273882,0,563016,305166,13854,1661.38,1339.93,1147.46,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,757.8869745
2020-04-13,0,1.2,9.2,16.1,3.4,50,8,2.5,18.4,990.84,2273882,0,563016,305166,13854,1658.4,1335.31,1143.12,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,720.7352227
2020-04-14,0,0,11.8,21,2,45,3,1.8,9.3,844.16,2273882,0,563016,305166,13854,1653.34,1331.1,1139.03,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,736.2161898
2020-04-15,0,0,12.1,20.4,4.3,47,6,1.6,11.1,844.13,2273882,0,563016,305166,13854,1649.69,1326.56,1134.87,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,731.2058481
2020-04-16,0,0.1,13,20.1,5.2,58,14,2.2,14,707,2273882,0,563016,305166,13854,1647.1,1322.62,1131.51,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,769.1174479
2020-04-17,13.8,40.5,11.5,15.3,8.6,84,35,1.9,16.3,666.14,2273882,0,563016,305166,13854,1642.79,1317.95,1127.11,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,774.7553968
2020-04-18,0.7,10.6,12.2,18,7.8,74,31,2.1,13.7,470.27,2273882,0,563016,305166,13854,1638,1313.53,1123.01,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,890.6780843
2020-04-20,0.5,8.7,11.2,16.1,7.7,75,31,2.6,13.4,919.51,2273882,0,563016,305166,13854,1633.7,1307.26,1117.33,0.1,1.8,-0.7,0,-1.6,1,0.3,0.3,833.7511193
