날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,대파거래량,대파생산량,대파저장이월량,대파수입량,대파수입금액,대파재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,대파가격
2015-10-16,0,0,15.8,23.5,10.4,79,16,1.2,7.8,328.19,267343,0,10588,75589,9655,1857.55,1500.68,1254.1,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1219.408742
2015-10-17,0,0,16.1,24.8,10.2,76,10,1.2,7,257.25,267343,0,10588,75589,9655,1856.64,1500.22,1253.58,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1187.206485
2015-10-19,0.1,7.9,16.4,23.5,10.7,76,27,1.2,8.3,365.29,267343,0,10588,75589,9655,1855.99,1500.06,1253.66,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1178.634176
2015-10-20,0,0,16.8,24.1,11.5,77,28,1.2,9.7,346.64,267343,0,10588,75589,9655,1852.42,1499.36,1252.79,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1053.114712
2015-10-21,0.2,5.6,16.9,23.9,11.8,81,30,1.2,9.7,262.37,267343,0,10588,75589,9655,1851.28,1498.61,1252.17,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1046.752937
2015-10-22,0.3,8.5,16.3,21.6,12.3,80,39,1.5,9.7,284.88,267343,0,10588,75589,9655,1852.28,1497.57,1251.33,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1039.62796
2015-10-23,0,0,16.3,22,12.3,79,28,1.2,6.9,310.11,267343,0,10588,75589,9655,1853.13,1496.3,1250.25,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1091.419524
2015-10-24,1.2,16.4,16.2,22.3,11.3,77,24,1.7,12.4,264.06,267343,0,10588,75589,9655,1853.67,1495.18,1249.07,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1129.733582
2015-10-26,0.4,17,14.4,19.8,9.1,68,27,1.8,11.9,300.9,267343,0,10588,75589,9655,1851.75,1494.14,1248.54,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1282.133162
2015-10-27,16.3,45.5,13.4,17.8,9.7,71,18,2.7,17.3,277.85,267343,0,10588,75589,9655,1846.55,1492.85,1247.21,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1530.897751
2015-10-28,0,0,11.4,17.2,5.9,56,13,2.1,14.7,233.73,267343,0,10588,75589,9655,1841.59,1491.5,1246.35,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1523.002991
2015-10-29,0.4,5.7,10.5,16.3,5.4,57,14,1.7,11.5,243.63,267343,0,10588,75589,9655,1839.38,1490.09,1245.42,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1384.393881
2015-10-30,0,0.4,8,12.8,3.6,51,6,2.3,12.6,306.46,267343,0,10588,75589,9655,1840.6,1489.15,1244.65,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1404.368392
2015-10-31,0,0,6.3,13.2,0.7,54,11,1.8,11.2,339.78,267343,0,10588,75589,9655,1839.51,1488.27,1243.83,0.8,3,-0.4,2.5,1.8,2,2.2,0.1,1238.336306
2015-11-02,0.2,5.5,10.1,16.4,4.6,65,8,1.7,9.8,333.04,267343,0,10588,75589,9655,1836.21,1486.62,1242.73,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1281.863964
2015-11-03,0,0,10.8,19,4.9,70,13,1.2,6.9,322.47,267343,0,10588,75589,9655,1834.89,1485.8,1242.47,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1292.685039
2015-11-04,0,0,10.9,20,3.8,71,10,1.2,7.9,319.95,267343,0,10588,75589,9655,1833.72,1484.88,1241.59,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1344.170313
2015-11-05,0,0.4,12.9,20.7,7.1,70,11,1.2,7.5,347.82,267343,0,10588,75589,9655,1834.49,1483.82,1240.64,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1233.278927
2015-11-06,2.6,20.1,13.5,19.2,8,75,29,2.4,17.7,300,267343,0,10588,75589,9655,1835.66,1482.93,1240.02,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1340.294635
2015-11-07,28,115.5,13.2,14.5,11.7,93,65,2.5,16.5,301.32,267343,0,10588,75589,9655,1836.45,1481.57,1238.78,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1394.663762
2015-11-09,3.2,32.5,12.7,15.5,10.8,86,45,1.9,16.8,342.46,267343,0,10588,75589,9655,1835.7,1480.63,1238.39,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1356.776383
2015-11-10,0.2,5,11.1,15.3,7.6,79,33,1.6,15.9,266.39,267343,0,10588,75589,9655,1835.67,1479.73,1238.23,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1309.624296
2015-11-11,2,67.5,11.5,17.1,6.8,81,36,1.3,10.7,282.14,267343,0,10588,75589,9655,1835.47,1478.81,1237.75,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1216.283217
2015-11-12,0.6,6.2,13.7,18.1,9.1,75,38,2,9.6,319.14,267343,0,10588,75589,9655,1834.52,1477.75,1237.17,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1260.954032
2015-11-13,24.4,112.7,12.1,13.9,10.9,89,52,2.4,13.5,319.85,267343,0,10588,75589,9655,1831.97,1476.76,1236.28,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1371.896783
2015-11-14,5,50.7,13.8,16.2,12,93,59,1.2,11.7,298.89,267343,0,10588,75589,9655,1830.76,1475.88,1235.67,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1471.639226
2015-11-16,10.7,26.3,12.6,15.8,8.9,90,50,1.3,13.6,311.99,267343,0,10588,75589,9655,1818.76,1474.51,1235.34,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1773.990215
2015-11-17,0.5,9.5,14.3,17.1,12.3,89,39,1.6,11.1,333.9,267343,0,10588,75589,9655,1823.88,1473.35,1234.64,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,2017.595
2015-11-18,7.9,86.7,11.6,14.2,9.4,85,55,2.9,13.5,290.77,267343,0,10588,75589,9655,1824.41,1472.28,1233.95,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1464.463277
2015-11-19,0.9,30.5,10.2,12.1,8.6,86,49,1.5,9.3,335.21,267343,0,10588,75589,9655,1826.73,1470.98,1233.25,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1441.020629
2015-11-20,0.1,4.5,11,15.9,7.6,82,32,1.2,8.2,252.34,267343,0,10588,75589,9655,1825.04,1469.3,1232.55,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1537.499891
2015-11-21,0.1,1.5,9.6,13.5,5.9,82,32,1.1,7.4,345.33,267343,0,10588,75589,9655,1827.47,1467.88,1231.58,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1568.84984
2015-11-23,6.6,46.5,10.9,12.7,9.2,88,57,1.8,13.5,366.18,267343,0,10588,75589,9655,1827.43,1466.33,1230.99,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1601.041266
2015-11-24,2.8,39,8.5,11.2,6,74,32,2.4,13.7,397.69,267343,0,10588,75589,9655,1824.46,1464.51,1230.13,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1546.204958
2015-11-25,9,34.7,5.6,7.6,3.8,86,45,2,19.1,349.12,267343,0,10588,75589,9655,1823.4,1462.86,1229.21,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1714.794669
2015-11-26,3.3,26.5,0.9,4.5,-1.1,69,25,3.5,22.5,277.48,267343,0,10588,75589,9655,1823.15,1461.49,1228.69,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1724.770152
2015-11-27,0.6,8.7,1.1,4,-1.9,67,12,2.7,21.9,317.81,267343,0,10588,75589,9655,1823.3,1460.49,1228.3,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1969.723687
2015-11-28,0,1,3.2,7.2,0.1,73,27,1.4,9,332.13,267343,0,10588,75589,9655,1822.18,1459.49,1227.68,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1862.842007
2015-11-30,0.2,2.5,6.4,11.6,1.5,74,22,1.6,10.9,417.13,267343,0,10588,75589,9655,1817.33,1458.46,1227.51,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1,1849.458754
2015-12-01,0,0,4.7,12.1,-0.9,75,15,1.1,7.5,335.02,267343,0,10588,75589,9655,1817.9,1456.21,1226.25,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1934.922259
2015-12-02,5.7,20.5,7.3,11.3,2.9,80,30,2,19.3,244.58,267343,0,10588,75589,9655,1817.99,1455.41,1225.8,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,2086.308511
2015-12-03,3,16.7,3,6.5,-0.3,63,26,4.2,25.2,344.93,267343,0,10588,75589,9655,1817.3,1454.21,1225.36,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,2054.509169
2015-12-04,0.5,6,2.8,5.7,-0.6,65,20,3.3,19.4,336.52,267343,0,10588,75589,9655,1817.43,1453.02,1224.75,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1878.67402
2015-12-05,0,0.1,5.5,8.7,2.1,60,12,2.4,14,347.98,267343,0,10588,75589,9655,1816.44,1451.82,1224.13,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1669.388506
2015-12-07,0,2.5,3.5,9.9,-2.5,70,22,1.2,10.1,456.48,267343,0,10588,75589,9655,1816.5,1450.18,1223.61,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1346.874726
2015-12-08,0,12,4.6,11.1,0,70,19,1.2,10.9,356.38,267343,0,10588,75589,9655,1814.97,1448.33,1222.53,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1389.740399
2015-12-09,0,0.5,6.2,13.2,-0.4,74,18,1.1,7.4,382.32,267343,0,10588,75589,9655,1813.45,1446.49,1221.6,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1313.494409
2015-12-10,14.1,63,8.7,10.6,6.6,89,39,1.4,13.8,320.52,267343,0,10588,75589,9655,1811.5,1444.38,1220.27,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1372.99941
2015-12-11,3.7,21,7.6,10.9,3.8,75,22,2.6,20.4,332.86,267343,0,10588,75589,9655,1811.75,1442.33,1219.24,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1452.154806
2015-12-12,0,0.7,5.5,10.8,1.1,69,27,1.5,9.6,360.1,267343,0,10588,75589,9655,1812.08,1439.86,1217.62,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1337.04271
2015-12-14,3.9,19.1,6.9,8.7,4.2,88,52,1.1,12,450.4,267343,0,10588,75589,9655,1807.85,1437.21,1216.02,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1261.967624
2015-12-15,0.5,5,7.2,9.9,4.7,71,34,2.5,15.3,407.14,267343,0,10588,75589,9655,1803.59,1434.88,1214.3,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1325.120266
2015-12-16,2.4,19.5,1.7,5.5,-1.6,63,14,3.1,24.8,399.57,267343,0,10588,75589,9655,1803.35,1432.55,1212.75,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1328.094791
2015-12-17,0.3,16,-2,1.4,-4.8,55,16,2.8,24.2,334.27,267343,0,10588,75589,9655,1801.84,1430.53,1211.19,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1554.87918
2015-12-18,0,0.2,-0.5,4.7,-6,66,1,1.7,13.3,352.36,267343,0,10588,75589,9655,1801.98,1428.59,1209.91,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1521.655811
2015-12-19,0,0,1.4,8.4,-3,72,17,1.1,7.8,384.78,267343,0,10588,75589,9655,1799.93,1426.59,1207.79,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1418.870711
2015-12-21,1.5,8.6,4.3,9.3,0.5,82,29,1.4,12.6,411.7,267343,0,10588,75589,9655,1796.47,1423.95,1205.64,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1520.236724
2015-12-22,0.1,1,4.1,9.6,-1.1,79,24,1.3,8.6,384.26,267343,0,10588,75589,9655,1794.06,1421.65,1203.27,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1518.738328
2015-12-23,1.9,12,6.3,9,3.8,88,23,1.1,9.3,360.41,267343,0,10588,75589,9655,1792.64,1419.48,1200.81,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1536.100232
2015-12-24,0,0,4.2,8.7,0.8,72,16,1.9,15.5,335.56,267343,0,10588,75589,9655,1793.41,1417.55,1199.15,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1648.60541
2015-12-25,0,3,1.4,5.8,-2.6,48,10,2.3,16.2,380.83,267343,0,10588,75589,9655,1793.49,1415.77,1197.31,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1624.353581
2015-12-26,0.2,4.6,3.8,9.8,-2.1,63,23,2,15.6,333.19,267343,0,10588,75589,9655,1793.18,1414.95,1196.69,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1576.015469
2015-12-28,0,0.5,-2.4,2.2,-6.4,48,1,2.4,15,514.44,267343,0,10588,75589,9655,1790.75,1413.21,1195.34,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1562.017858
2015-12-29,0,0,-1.4,4.8,-6.7,54,4,1.6,12,351.86,267343,0,10588,75589,9655,1787.61,1411.53,1193.74,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1690.208661
2015-12-30,1.1,7,0.9,7.4,-5.2,66,18,1.3,9.6,472.33,267343,0,10588,75589,9655,1785.5,1410.19,1192.36,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1625.677036
2015-12-31,0.3,7,2,6.3,-1.7,75,25,1.7,15.8,452.46,267343,0,10588,75589,9655,1784.56,1409.35,1191.45,1.1,2.7,0.3,2.5,1.9,2.2,2.3,0.5,1767.473122
2016-01-02,0,0,5.1,11.5,0.3,75,24,1.6,11.5,5.84,312009,0,8500,54583,10396,1781.69,1405.98,1187.91,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1427.467443
2016-01-04,0,0,5.3,10.1,0.1,58,12,2.3,10.9,597.48,312009,0,8500,54583,10396,1780.73,1403.84,1185.85,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1745.298947
2016-01-05,0.5,6.2,0.6,4.4,-2.4,44,1,2,10.2,450.5,312009,0,8500,54583,10396,1779.6,1402.25,1184.01,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1749.805749
2016-01-06,0,0,0.7,5.4,-4.2,54,13,2.1,14.7,467.93,312009,0,8500,54583,10396,1779.69,1400.78,1182.44,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1619.776505
2016-01-07,0,0.1,0.4,4.3,-2.6,53,14,2.5,16.4,406.67,312009,0,8500,54583,10396,1776.63,1399.15,1180.44,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1563.376988
2016-01-08,0,3,-0.5,3.9,-3.8,55,14,2.3,15,462.16,312009,0,8500,54583,10396,1776.26,1397.36,1178.04,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1506.111754
2016-01-09,0,0.1,0.7,5.5,-3.8,57,16,1.9,12.4,451.56,312009,0,8500,54583,10396,1775.52,1395.62,1175.5,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1436.890755
2016-01-11,0,4.7,-0.7,4.3,-4.4,46,3,2.1,12.9,521.5,312009,0,8500,54583,10396,1773.83,1393.53,1172.86,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1287.14186
2016-01-12,0,6.4,-2.1,3.7,-7.1,48,6,2.2,16.4,412.93,312009,0,8500,54583,10396,1771.25,1391.91,1170.17,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1280.401517
2016-01-13,0.8,8.5,-1.2,2.3,-4.9,63,18,2.5,15.7,346.73,312009,0,8500,54583,10396,1769.93,1390.32,1167.57,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1200.241632
2016-01-14,0.1,6.2,-1.1,3.3,-5.5,57,13,2,14.7,293.93,312009,0,8500,54583,10396,1768.29,1388.78,1164.76,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1322.047079
2016-01-15,0.1,3.1,-0.2,6.2,-5.3,67,19,1.1,7.5,364.3,312009,0,8500,54583,10396,1767.07,1387.16,1161.8,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1310.916365
2016-01-16,0,4.3,0.8,7.3,-4,67,20,1.2,6.9,298.61,312009,0,8500,54583,10396,1766.01,1384.83,1158.36,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1392.930746
2016-01-18,0.9,10.7,-2,3.1,-7.3,66,13,4.2,23.9,390.28,312009,0,8500,54583,10396,1762.48,1382.41,1154.25,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1456.058164
2016-01-19,0.8,12,-7.5,-4.6,-9.7,53,12,4.8,22.8,237.67,312009,0,8500,54583,10396,1757.5,1379.99,1150.54,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1878.59769
2016-01-20,0,4.2,-6.9,-2.3,-10.9,56,17,2.2,19.4,315.18,312009,0,8500,54583,10396,1755.68,1378.33,1147.64,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1963.828745
2016-01-21,0,15.2,-4.7,0,-8.4,52,6,2,12.4,275.15,312009,0,8500,54583,10396,1754.06,1376.56,1144.35,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1964.34008
2016-01-22,0,20.4,-4.2,0.7,-9.3,44,7,2.4,13,318.64,312009,0,8500,54583,10396,1752.71,1374.76,1140.8,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1754.438363
2016-01-23,1.2,31,-7,-3.5,-11.3,45,4,3.4,23,334.38,312009,0,8500,54583,10396,1752.23,1373.35,1137.97,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,2112.991608
2016-01-25,0.3,10.3,-6.6,-1.3,-12.4,59,18,2.2,19.6,328.88,312009,0,8500,54583,10396,1750.08,1371.97,1135.33,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,2672.155289
2016-01-26,0.1,0.9,-1.7,3.5,-7,65,23,2.2,15.2,289.9,312009,0,8500,54583,10396,1747.4,1370.04,1131.93,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,2469.588071
2016-01-27,0,0.1,0.2,6.1,-4.8,61,14,1.7,14.6,293.33,312009,0,8500,54583,10396,1745.75,1368.42,1128.92,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,2696.856761
2016-01-28,6.7,66.7,0.3,3.6,-4.6,70,13,1.2,11.2,272.92,312009,0,8500,54583,10396,1744.07,1366.94,1126.12,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,2859.143718
2016-01-29,8.2,38.7,2.3,4.4,0.3,81,25,1.9,13,320.01,312009,0,8500,54583,10396,1741.31,1365.79,1124.11,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,3170.514103
2016-01-30,0.6,11.5,2.2,6.4,-1.2,82,26,1.5,12.7,439.82,312009,0,8500,54583,10396,1741.36,1364.86,1122.4,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,2684.024183
2016-01-31,0,24.7,-0.5,2.9,-3.2,57,11,2.4,13.3,3.3,312009,0,8500,54583,10396,1740.05,1364.37,1120.97,0.6,1.5,-1.1,2,2,2.5,1.6,0.4,1719.69697
2016-02-01,0,40,-2.9,1.7,-6.2,48,14,2.6,17.2,524.94,312009,0,8500,54583,10396,1735.31,1363.04,1118.75,1.1,5,-0.7,2,2.1,2.7,1.7,1,2982.053576
2016-02-02,0,7.5,-3.4,2.7,-8.6,50,13,2,17.6,333.67,312009,0,8500,54583,10396,1733.68,1362.19,1117.02,1.1,5,-0.7,2,2.1,2.7,1.7,1,3135.29751
2016-02-03,0,3.3,-1.8,4.9,-8.3,54,9,1.8,12.6,451.63,312009,0,8500,54583,10396,1734.87,1361.18,1115.02,1.1,5,-0.7,2,2.1,2.7,1.7,1,2836.053477
2016-02-04,0,0,0.4,5.9,-4.8,53,14,2.2,10.4,408.11,312009,0,8500,54583,10396,1734.59,1360.25,1113.01,1.1,5,-0.7,2,2.1,2.7,1.7,1,3002.295874
2016-02-05,0,0,-0.2,5.4,-5,46,7,2.2,11.7,514.49,312009,0,8500,54583,10396,1733.9,1359.75,1111.98,1.1,5,-0.7,2,2.1,2.7,1.7,1,3194.808034
2016-02-06,0.5,12,-1.4,3.3,-5.6,52,16,2.4,17.9,534.71,312009,0,8500,54583,10396,1734.08,1359.05,1110.29,1.1,5,-0.7,2,2.1,2.7,1.7,1,2584.515581
2016-02-07,0,0.2,-1.8,5,-8,52,5,1.5,14.8,0.8,312009,0,8500,54583,10396,1735.11,1358.65,1109.39,1.1,5,-0.7,2,2.1,2.7,1.7,1,2300
2016-02-11,0.2,27.6,6.8,13.7,-1.2,55,13,1.9,17.1,460.47,312009,0,8500,54583,10396,1727.48,1356.99,1107.26,1.1,5,-0.7,2,2.1,2.7,1.7,1,2159.287293
2016-02-12,20.7,99.5,9.7,12,6.9,92,18,1.8,19,280.82,312009,0,8500,54583,10396,1725.91,1355.48,1104.71,1.1,5,-0.7,2,2.1,2.7,1.7,1,2402.470212
2016-02-13,11.4,40,11.7,16.2,7.1,94,59,1.7,19.8,444.47,312009,0,8500,54583,10396,1725.33,1354.01,1102.64,1.1,5,-0.7,2,2.1,2.7,1.7,1,1929.83378
2016-02-15,0.2,9.7,-3.1,0.1,-6,52,16,3.7,21.4,497.99,312009,0,8500,54583,10396,1725.34,1352.28,1100.93,1.1,5,-0.7,2,2.1,2.7,1.7,1,1534.966766
2016-02-16,0.5,2.9,-0.1,4,-4.4,64,28,3.1,18.9,309.34,312009,0,8500,54583,10396,1720.43,1350.34,1098.49,1.1,5,-0.7,2,2.1,2.7,1.7,1,1734.302035
2016-02-17,0,2.5,1.2,6.5,-4.1,54,14,2.2,15.9,324.26,312009,0,8500,54583,10396,1718.39,1348.76,1096.73,1.1,5,-0.7,2,2.1,2.7,1.7,1,1986.069833
2016-02-18,0.1,2,3.6,9.7,-2.9,62,16,2.2,12.2,350.23,312009,0,8500,54583,10396,1717.46,1347.55,1095.22,1.1,5,-0.7,2,2.1,2.7,1.7,1,2201.262899
2016-02-19,0,5.5,4.5,8.9,-0.2,59,8,1.5,11.6,406.87,312009,0,8500,54583,10396,1715.9,1346.59,1094.2,1.1,5,-0.7,2,2.1,2.7,1.7,1,2146.41817
2016-02-20,0,1.4,3.5,8.7,-0.6,51,11,2.5,19.4,462.84,312009,0,8500,54583,10396,1715.64,1345.74,1093.17,1.1,5,-0.7,2,2.1,2.7,1.7,1,2281.796808
2016-02-22,0,7.4,2.7,6.5,-1.5,46,8,1.2,8.1,472.01,312009,0,8500,54583,10396,1712.49,1344.98,1092.17,1.1,5,-0.7,2,2.1,2.7,1.7,1,2241.075361
2016-02-23,0.2,2,3.3,8.5,-1.3,49,11,2.7,13.4,419.46,312009,0,8500,54583,10396,1712.79,1344.25,1091.84,1.1,5,-0.7,2,2.1,2.7,1.7,1,2269.640702
2016-02-24,0.6,19.7,-1,3.4,-4.7,52,10,2.5,17.4,439.51,312009,0,8500,54583,10396,1711.37,1343.66,1091.53,1.1,5,-0.7,2,2.1,2.7,1.7,1,2106.1782
2016-02-25,0,7.3,0.3,6,-5.9,50,12,2.3,14.9,315.81,312009,0,8500,54583,10396,1711.97,1343.08,1090.86,1.1,5,-0.7,2,2.1,2.7,1.7,1,2073.616754
2016-02-26,0.8,5,2.8,7.3,-2.3,67,13,1.7,11.9,421,312009,0,8500,54583,10396,1712.72,1342.29,1090.25,1.1,5,-0.7,2,2.1,2.7,1.7,1,1915.101437
2016-02-27,1.4,8.9,5.2,10.6,1.2,67,15,1.8,16.2,386.43,312009,0,8500,54583,10396,1711.58,1341.76,1089.49,1.1,5,-0.7,2,2.1,2.7,1.7,1,1787.536717
2016-02-29,0.3,10.7,-1.8,1.3,-4.8,56,23,3.6,22.1,462.53,312009,0,8500,54583,10396,1710.52,1341.37,1089.29,1.1,5,-0.7,2,2.1,2.7,1.7,1,1938.923769
2016-03-01,0,0.1,-1.4,4.3,-7.3,52,11,2.4,11.4,362.56,312009,0,8500,54583,10396,1710.14,1340.74,1088.41,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,2053.047096
2016-03-02,0,0,3.2,10.4,-3.8,61,11,2.1,12.7,376.67,312009,0,8500,54583,10396,1709.96,1340.27,1088.33,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,2014.30968
2016-03-03,0,3.9,7.2,15.2,-0.1,67,18,1.6,12.7,367.48,312009,0,8500,54583,10396,1709.56,1340.13,1088.29,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,2025.023511
2016-03-04,9.7,38.5,9.4,13.7,4.6,84,25,1.4,9.7,365.78,312009,0,8500,54583,10396,1709.38,1339.83,1088.06,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,2138.860448
2016-03-05,27.9,104.4,11.8,15.5,8.2,91,57,2.5,14.4,405.79,312009,0,8500,54583,10396,1709.42,1339.72,1087.84,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,2242.953397
2016-03-07,0,0.1,8.9,14.9,3.4,68,15,1.5,7.9,489.85,312009,0,8500,54583,10396,1710.84,1339.72,1088.15,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,2154.736768
2016-03-08,2.8,33.8,5.9,9.3,2.4,52,12,2.3,14.8,420.69,312009,0,8500,54583,10396,1714.22,1340.13,1089.14,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,2019.101184
2016-03-09,2,27.1,3.1,8.2,0.3,52,11,3,16.3,423.08,312009,0,8500,54583,10396,1713.47,1341.06,1090.68,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1939.037631
2016-03-10,0.1,2.4,1.3,5.7,-1.9,42,9,3.1,14.5,356.66,312009,0,8500,54583,10396,1713.65,1341.53,1091.69,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1998.906475
2016-03-11,0,0.2,0.7,5.8,-3.9,45,11,2.4,13.6,424.64,312009,0,8500,54583,10396,1711.74,1342.6,1093.17,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1961.891785
2016-03-12,0,0,2.5,8.7,-4.2,48,10,1.7,9.1,448.29,312009,0,8500,54583,10396,1712.91,1343.85,1094.88,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1838.721196
2016-03-14,0,2,4.2,10,-0.5,64,21,2.1,10.7,480.24,312009,0,8500,54583,10396,1712.36,1345.83,1097.75,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1781.520144
2016-03-15,0,0,5.6,13.3,-2.5,53,7,1.6,8.4,388.52,312009,0,8500,54583,10396,1720.01,1348.46,1100.78,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1924.686705
2016-03-16,0,0,8.8,16.4,3,45,4,1.7,9.1,375.5,312009,0,8500,54583,10396,1722.41,1350.27,1103.27,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1826.802273
2016-03-17,0.1,8.5,10.2,18.3,0.9,48,4,1.5,8.7,411.43,312009,0,8500,54583,10396,1722.7,1351.52,1105.22,0.8,4.6,-1.4,2,1.9,2.7,1.7,0.5,1969.27202
